i,j,price,amplitude,lower_bound,upper_bound
flow_Nimbus.2014-01-31 00:00:00,DELTA.2014-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-01-31 00:00:00,stor_New Melones.2014-01-31 00:00:00,0.0,1.0,39.688980447,39.688980447
stor_New Melones.2014-01-31 00:00:00,stor_New Melones.2014-02-28 00:00:00,616.754713483,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-01-31 00:00:00,flow_New Melones.2014-01-31 00:00:00,12759.3332649,1.0,0.0,581.376673152
stor_New Melones.2014-01-31 00:00:00,spill_New Melones.2014-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-01-31 00:00:00,flow_New Melones.2014-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-01-31 00:00:00,DELTA.2014-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-01-31 00:00:00,stor_Pine Flat.2014-01-31 00:00:00,0.0,1.0,16.9771135086,16.9771135086
stor_Pine Flat.2014-01-31 00:00:00,stor_Pine Flat.2014-02-28 00:00:00,899.043160898,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-01-31 00:00:00,flow_Pine Flat.2014-01-31 00:00:00,8081.26308516,1.0,0.0,588.646084637
stor_Pine Flat.2014-01-31 00:00:00,spill_Pine Flat.2014-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-01-31 00:00:00,flow_Pine Flat.2014-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-01-31 00:00:00,DELTA.2014-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-02-28 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_Shasta.2014-02-28 00:00:00,0.0,1.0,400.572904853,400.572904853
stor_Shasta.2014-02-28 00:00:00,stor_Shasta.2014-03-31 00:00:00,1866.83690442,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-02-28 00:00:00,flow_Shasta.2014-02-28 00:00:00,15184.7351552,1.0,0.0,4106.65280227
stor_Shasta.2014-02-28 00:00:00,spill_Shasta.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-02-28 00:00:00,flow_Shasta.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-02-28 00:00:00,stor_Keswick.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_Keswick.2014-02-28 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-02-28 00:00:00,stor_Keswick.2014-03-31 00:00:00,136153.023098,1.0,0.0,29.35686722
stor_Keswick.2014-02-28 00:00:00,flow_Keswick.2014-02-28 00:00:00,1811.44867019,1.0,0.0,4414.56122045
stor_Keswick.2014-02-28 00:00:00,spill_Keswick.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-02-28 00:00:00,flow_Keswick.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-02-28 00:00:00,DELTA.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_Folsom.2014-02-28 00:00:00,0.0,1.0,226.590908086,226.590908086
stor_Folsom.2014-02-28 00:00:00,stor_Folsom.2014-03-31 00:00:00,3339.93160075,0.998749063,111.013367,1202.644809
stor_Folsom.2014-02-28 00:00:00,flow_Folsom.2014-02-28 00:00:00,10355.5559278,1.0,0.0,2874.3837863
stor_Folsom.2014-02-28 00:00:00,spill_Folsom.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-02-28 00:00:00,flow_Folsom.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-02-28 00:00:00,stor_Nimbus.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_Nimbus.2014-02-28 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-02-28 00:00:00,stor_Nimbus.2014-03-31 00:00:00,100065.108237,1.0,0.0,10.85464056
stor_Nimbus.2014-02-28 00:00:00,flow_Nimbus.2014-02-28 00:00:00,849.924473157,1.0,0.0,2881.62115834
stor_Nimbus.2014-02-28 00:00:00,spill_Nimbus.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2014-02-28 00:00:00,flow_Nimbus.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2014-02-28 00:00:00,DELTA.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_New Melones.2014-02-28 00:00:00,0.0,1.0,56.3746717102,56.3746717102
stor_New Melones.2014-02-28 00:00:00,stor_New Melones.2014-03-31 00:00:00,803.992643438,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-02-28 00:00:00,flow_New Melones.2014-02-28 00:00:00,16632.8842409,1.0,0.0,581.376673152
stor_New Melones.2014-02-28 00:00:00,spill_New Melones.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-02-28 00:00:00,flow_New Melones.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-02-28 00:00:00,DELTA.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-02-28 00:00:00,stor_Pine Flat.2014-02-28 00:00:00,0.0,1.0,27.7294221017,27.7294221017
stor_Pine Flat.2014-02-28 00:00:00,stor_Pine Flat.2014-03-31 00:00:00,1171.97980193,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-02-28 00:00:00,flow_Pine Flat.2014-02-28 00:00:00,10534.6188424,1.0,0.0,588.646084637
stor_Pine Flat.2014-02-28 00:00:00,spill_Pine Flat.2014-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-02-28 00:00:00,flow_Pine Flat.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-02-28 00:00:00,DELTA.2014-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-03-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_Shasta.2014-03-31 00:00:00,0.0,1.0,685.687680086,685.687680086
stor_Shasta.2014-03-31 00:00:00,stor_Shasta.2014-04-30 00:00:00,1421.66477628,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-03-31 00:00:00,flow_Shasta.2014-03-31 00:00:00,11563.7331296,1.0,0.0,4106.65280227
stor_Shasta.2014-03-31 00:00:00,spill_Shasta.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-03-31 00:00:00,flow_Shasta.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-03-31 00:00:00,stor_Keswick.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_Keswick.2014-03-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-03-31 00:00:00,stor_Keswick.2014-04-30 00:00:00,103685.524902,1.0,0.0,29.35686722
stor_Keswick.2014-03-31 00:00:00,flow_Keswick.2014-03-31 00:00:00,1379.48461658,1.0,0.0,4414.56122045
stor_Keswick.2014-03-31 00:00:00,spill_Keswick.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-03-31 00:00:00,flow_Keswick.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-03-31 00:00:00,DELTA.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_Folsom.2014-03-31 00:00:00,0.0,1.0,202.679155073,202.679155073
stor_Folsom.2014-03-31 00:00:00,stor_Folsom.2014-04-30 00:00:00,2543.48048308,0.998749063,111.013367,1202.644809
stor_Folsom.2014-03-31 00:00:00,flow_Folsom.2014-03-31 00:00:00,7886.1358846,1.0,0.0,2874.3837863
stor_Folsom.2014-03-31 00:00:00,spill_Folsom.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-03-31 00:00:00,flow_Folsom.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-03-31 00:00:00,stor_Nimbus.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_Nimbus.2014-03-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-03-31 00:00:00,stor_Nimbus.2014-04-30 00:00:00,76203.2527011,1.0,0.0,10.85464056
stor_Nimbus.2014-03-31 00:00:00,flow_Nimbus.2014-03-31 00:00:00,647.248679251,1.0,0.0,2881.62115834
stor_Nimbus.2014-03-31 00:00:00,spill_Nimbus.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2014-03-31 00:00:00,flow_Nimbus.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2014-03-31 00:00:00,DELTA.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_New Melones.2014-03-31 00:00:00,0.0,1.0,55.0223996384,55.0223996384
stor_New Melones.2014-03-31 00:00:00,stor_New Melones.2014-04-30 00:00:00,612.269889018,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-03-31 00:00:00,flow_New Melones.2014-03-31 00:00:00,12666.5517514,1.0,0.0,581.376673152
stor_New Melones.2014-03-31 00:00:00,spill_New Melones.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-03-31 00:00:00,flow_New Melones.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-03-31 00:00:00,DELTA.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-03-31 00:00:00,stor_Pine Flat.2014-03-31 00:00:00,0.0,1.0,47.8341040863,47.8341040863
stor_Pine Flat.2014-03-31 00:00:00,stor_Pine Flat.2014-04-30 00:00:00,892.505623996,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-03-31 00:00:00,flow_Pine Flat.2014-03-31 00:00:00,8022.49888534,1.0,0.0,588.646084637
stor_Pine Flat.2014-03-31 00:00:00,spill_Pine Flat.2014-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-03-31 00:00:00,flow_Pine Flat.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-03-31 00:00:00,DELTA.2014-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-04-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_Shasta.2014-04-30 00:00:00,0.0,1.0,456.867203639,456.867203639
stor_Shasta.2014-04-30 00:00:00,stor_Shasta.2014-05-31 00:00:00,1277.91511531,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-04-30 00:00:00,flow_Shasta.2014-04-30 00:00:00,10394.4823291,1.0,0.0,4106.65280227
stor_Shasta.2014-04-30 00:00:00,spill_Shasta.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-04-30 00:00:00,flow_Shasta.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-04-30 00:00:00,stor_Keswick.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_Keswick.2014-04-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-04-30 00:00:00,stor_Keswick.2014-05-31 00:00:00,93201.5051954,1.0,0.0,29.35686722
stor_Keswick.2014-04-30 00:00:00,flow_Keswick.2014-04-30 00:00:00,1239.99996559,1.0,0.0,4414.56122045
stor_Keswick.2014-04-30 00:00:00,spill_Keswick.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-04-30 00:00:00,flow_Keswick.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-04-30 00:00:00,DELTA.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_Folsom.2014-04-30 00:00:00,0.0,1.0,198.69323294,198.69323294
stor_Folsom.2014-04-30 00:00:00,stor_Folsom.2014-05-31 00:00:00,2286.29999677,0.998749063,111.013367,1202.644809
stor_Folsom.2014-04-30 00:00:00,flow_Folsom.2014-04-30 00:00:00,7088.74022433,1.0,0.0,2874.3837863
stor_Folsom.2014-04-30 00:00:00,spill_Folsom.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-04-30 00:00:00,flow_Folsom.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-04-30 00:00:00,stor_Nimbus.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_Nimbus.2014-04-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-04-30 00:00:00,stor_Nimbus.2014-05-31 00:00:00,68498.0671141,1.0,0.0,10.85464056
stor_Nimbus.2014-04-30 00:00:00,flow_Nimbus.2014-04-30 00:00:00,581.803028427,1.0,0.0,2881.62115834
stor_Nimbus.2014-04-30 00:00:00,spill_Nimbus.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2014-04-30 00:00:00,flow_Nimbus.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2014-04-30 00:00:00,DELTA.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_New Melones.2014-04-30 00:00:00,0.0,1.0,61.562773578,61.562773578
stor_New Melones.2014-04-30 00:00:00,stor_New Melones.2014-05-31 00:00:00,550.361071556,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-04-30 00:00:00,flow_New Melones.2014-04-30 00:00:00,11385.7910189,1.0,0.0,581.376673152
stor_New Melones.2014-04-30 00:00:00,spill_New Melones.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-04-30 00:00:00,flow_New Melones.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-04-30 00:00:00,DELTA.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-04-30 00:00:00,stor_Pine Flat.2014-04-30 00:00:00,0.0,1.0,121.643533997,121.643533997
stor_Pine Flat.2014-04-30 00:00:00,stor_Pine Flat.2014-05-31 00:00:00,802.261173,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-04-30 00:00:00,flow_Pine Flat.2014-04-30 00:00:00,7211.31508304,1.0,0.0,588.646084637
stor_Pine Flat.2014-04-30 00:00:00,spill_Pine Flat.2014-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-04-30 00:00:00,flow_Pine Flat.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-04-30 00:00:00,DELTA.2014-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-05-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_Shasta.2014-05-31 00:00:00,0.0,1.0,259.590054566,259.590054566
stor_Shasta.2014-05-31 00:00:00,stor_Shasta.2014-06-30 00:00:00,1053.49609996,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-05-31 00:00:00,flow_Shasta.2014-05-31 00:00:00,8569.07188566,1.0,0.0,4106.65280227
stor_Shasta.2014-05-31 00:00:00,spill_Shasta.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-05-31 00:00:00,flow_Shasta.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-05-31 00:00:00,stor_Keswick.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_Keswick.2014-05-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-05-31 00:00:00,stor_Keswick.2014-06-30 00:00:00,76834.0724535,1.0,0.0,29.35686722
stor_Keswick.2014-05-31 00:00:00,flow_Keswick.2014-05-31 00:00:00,1022.23934282,1.0,0.0,4414.56122045
stor_Keswick.2014-05-31 00:00:00,spill_Keswick.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-05-31 00:00:00,flow_Keswick.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-05-31 00:00:00,DELTA.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_Folsom.2014-05-31 00:00:00,0.0,1.0,118.096795199,118.096795199
stor_Folsom.2014-05-31 00:00:00,stor_Folsom.2014-06-30 00:00:00,1884.79508,0.998749063,111.013367,1202.644809
stor_Folsom.2014-05-31 00:00:00,flow_Folsom.2014-05-31 00:00:00,5843.86240458,1.0,0.0,2874.3837863
stor_Folsom.2014-05-31 00:00:00,spill_Folsom.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-05-31 00:00:00,flow_Folsom.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-05-31 00:00:00,stor_Nimbus.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_Nimbus.2014-05-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-05-31 00:00:00,stor_Nimbus.2014-06-30 00:00:00,56468.8881876,1.0,0.0,10.85464056
stor_Nimbus.2014-05-31 00:00:00,flow_Nimbus.2014-05-31 00:00:00,479.630615386,1.0,0.0,2881.62115834
stor_Nimbus.2014-05-31 00:00:00,spill_Nimbus.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2014-05-31 00:00:00,flow_Nimbus.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2014-05-31 00:00:00,DELTA.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_New Melones.2014-05-31 00:00:00,0.0,1.0,57.9514833303,57.9514833303
stor_New Melones.2014-05-31 00:00:00,stor_New Melones.2014-06-30 00:00:00,453.710310345,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-05-31 00:00:00,flow_New Melones.2014-05-31 00:00:00,9386.29342689,1.0,0.0,581.376673152
stor_New Melones.2014-05-31 00:00:00,spill_New Melones.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-05-31 00:00:00,flow_New Melones.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-05-31 00:00:00,DELTA.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-05-31 00:00:00,stor_Pine Flat.2014-05-31 00:00:00,0.0,1.0,176.288989999,176.288989999
stor_Pine Flat.2014-05-31 00:00:00,stor_Pine Flat.2014-06-30 00:00:00,661.373344809,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-05-31 00:00:00,flow_Pine Flat.2014-05-31 00:00:00,5944.91149621,1.0,0.0,588.646084637
stor_Pine Flat.2014-05-31 00:00:00,spill_Pine Flat.2014-05-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-05-31 00:00:00,flow_Pine Flat.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-05-31 00:00:00,DELTA.2014-05-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-06-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_Shasta.2014-06-30 00:00:00,0.0,1.0,223.716909923,223.716909923
stor_Shasta.2014-06-30 00:00:00,stor_Shasta.2014-07-31 00:00:00,1119.35759917,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-06-30 00:00:00,flow_Shasta.2014-06-30 00:00:00,9104.78508241,1.0,0.0,4106.65280227
stor_Shasta.2014-06-30 00:00:00,spill_Shasta.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-06-30 00:00:00,flow_Shasta.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-06-30 00:00:00,stor_Keswick.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_Keswick.2014-06-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-06-30 00:00:00,stor_Keswick.2014-07-31 00:00:00,81637.5129394,1.0,0.0,29.35686722
stor_Keswick.2014-06-30 00:00:00,flow_Keswick.2014-06-30 00:00:00,1086.14674942,1.0,0.0,4414.56122045
stor_Keswick.2014-06-30 00:00:00,spill_Keswick.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-06-30 00:00:00,flow_Keswick.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-06-30 00:00:00,DELTA.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_Folsom.2014-06-30 00:00:00,0.0,1.0,76.3274494455,76.3274494455
stor_Folsom.2014-06-30 00:00:00,stor_Folsom.2014-07-31 00:00:00,2002.62702056,0.998749063,111.013367,1202.644809
stor_Folsom.2014-06-30 00:00:00,flow_Folsom.2014-06-30 00:00:00,6209.20350149,1.0,0.0,2874.3837863
stor_Folsom.2014-06-30 00:00:00,spill_Folsom.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-06-30 00:00:00,flow_Folsom.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-06-30 00:00:00,stor_Nimbus.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_Nimbus.2014-06-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-06-30 00:00:00,stor_Nimbus.2014-07-31 00:00:00,59999.155971,1.0,0.0,10.85464056
stor_Nimbus.2014-06-30 00:00:00,flow_Nimbus.2014-06-30 00:00:00,509.615713664,1.0,0.0,2881.62115834
stor_Nimbus.2014-06-30 00:00:00,spill_Nimbus.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2014-06-30 00:00:00,flow_Nimbus.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2014-06-30 00:00:00,DELTA.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_New Melones.2014-06-30 00:00:00,0.0,1.0,51.6686690179,51.6686690179
stor_New Melones.2014-06-30 00:00:00,stor_New Melones.2014-07-31 00:00:00,482.074926262,0.999321932,98.67854843,2985.02609
stor_New Melones.2014-06-30 00:00:00,flow_New Melones.2014-06-30 00:00:00,9973.09692552,1.0,0.0,581.376673152
stor_New Melones.2014-06-30 00:00:00,spill_New Melones.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2014-06-30 00:00:00,flow_New Melones.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2014-06-30 00:00:00,DELTA.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-06-30 00:00:00,stor_Pine Flat.2014-06-30 00:00:00,0.0,1.0,80.3172025734,80.3172025734
stor_Pine Flat.2014-06-30 00:00:00,stor_Pine Flat.2014-07-31 00:00:00,702.720475605,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2014-06-30 00:00:00,flow_Pine Flat.2014-06-30 00:00:00,6316.56990179,1.0,0.0,588.646084637
stor_Pine Flat.2014-06-30 00:00:00,spill_Pine Flat.2014-06-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2014-06-30 00:00:00,flow_Pine Flat.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2014-06-30 00:00:00,DELTA.2014-06-30 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2014-07-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2014-07-31 00:00:00,stor_Shasta.2014-07-31 00:00:00,0.0,1.0,206.998248845,206.998248845
stor_Shasta.2014-07-31 00:00:00,stor_Shasta.2014-08-31 00:00:00,1336.47322809,0.999171932,662.0238805,5614.932874
stor_Shasta.2014-07-31 00:00:00,flow_Shasta.2014-07-31 00:00:00,10870.7899946,1.0,0.0,4106.65280227
stor_Shasta.2014-07-31 00:00:00,spill_Shasta.2014-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2014-07-31 00:00:00,flow_Shasta.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2014-07-31 00:00:00,stor_Keswick.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-07-31 00:00:00,stor_Keswick.2014-07-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2014-07-31 00:00:00,stor_Keswick.2014-08-31 00:00:00,97472.2904721,1.0,0.0,29.35686722
stor_Keswick.2014-07-31 00:00:00,flow_Keswick.2014-07-31 00:00:00,1296.82064464,1.0,0.0,4414.56122045
stor_Keswick.2014-07-31 00:00:00,spill_Keswick.2014-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2014-07-31 00:00:00,flow_Keswick.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2014-07-31 00:00:00,DELTA.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-07-31 00:00:00,stor_Folsom.2014-07-31 00:00:00,0.0,1.0,80.3049960031,80.3049960031
stor_Folsom.2014-07-31 00:00:00,stor_Folsom.2014-08-31 00:00:00,2391.06549061,0.998749063,111.013367,1202.644809
stor_Folsom.2014-07-31 00:00:00,flow_Folsom.2014-07-31 00:00:00,7413.56846999,1.0,0.0,2874.3837863
stor_Folsom.2014-07-31 00:00:00,spill_Folsom.2014-07-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2014-07-31 00:00:00,flow_Folsom.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2014-07-31 00:00:00,stor_Nimbus.2014-07-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2014-07-31 00:00:00,stor_Nimbus.2014-07-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2014-07-31 00:00:00,stor_Nimbus.2014-08-31 00:00:00,71636.8617457,1.0,0.0,10.85464056
stor_Nimbus.2014-07-31 00:00:00,flow_Nimbus.2014-07-31 00:00:00,608.463067711,1.0,0.0,2881.62115834
