i,j,price,amplitude,lower_bound,upper_bound
stor_Folsom.2012-10-31 00:00:00,flow_Folsom.2012-10-31 00:00:00,5772.66616874,1.0,0.0,2874.3837863
stor_Folsom.2012-10-31 00:00:00,spill_Folsom.2012-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2012-10-31 00:00:00,flow_Folsom.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2012-10-31 00:00:00,stor_Nimbus.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-10-31 00:00:00,stor_Nimbus.2012-10-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2012-10-31 00:00:00,stor_Nimbus.2012-11-30 00:00:00,55780.9229873,1.0,0.0,10.85464056
stor_Nimbus.2012-10-31 00:00:00,flow_Nimbus.2012-10-31 00:00:00,473.787245298,1.0,0.0,2881.62115834
stor_Nimbus.2012-10-31 00:00:00,spill_Nimbus.2012-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2012-10-31 00:00:00,flow_Nimbus.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2012-10-31 00:00:00,DELTA.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-10-31 00:00:00,stor_New Melones.2012-10-31 00:00:00,0.0,1.0,46.5898033683,46.5898033683
stor_New Melones.2012-10-31 00:00:00,stor_New Melones.2012-11-30 00:00:00,448.182719744,0.999321932,98.67854843,2985.02609
stor_New Melones.2012-10-31 00:00:00,flow_New Melones.2012-10-31 00:00:00,9271.93952633,1.0,0.0,581.376673152
stor_New Melones.2012-10-31 00:00:00,spill_New Melones.2012-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2012-10-31 00:00:00,flow_New Melones.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2012-10-31 00:00:00,DELTA.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-10-31 00:00:00,stor_Pine Flat.2012-10-31 00:00:00,0.0,1.0,28.4106123006,28.4106123006
stor_Pine Flat.2012-10-31 00:00:00,stor_Pine Flat.2012-11-30 00:00:00,653.315774728,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2012-10-31 00:00:00,flow_Pine Flat.2012-10-31 00:00:00,5872.48417652,1.0,0.0,588.646084637
stor_Pine Flat.2012-10-31 00:00:00,spill_Pine Flat.2012-10-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2012-10-31 00:00:00,flow_Pine Flat.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2012-10-31 00:00:00,DELTA.2012-10-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2012-11-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_Shasta.2012-11-30 00:00:00,0.0,1.0,494.047303032,494.047303032
stor_Shasta.2012-11-30 00:00:00,stor_Shasta.2012-12-31 00:00:00,1060.38017079,0.999171932,662.0238805,5614.932874
stor_Shasta.2012-11-30 00:00:00,flow_Shasta.2012-11-30 00:00:00,8625.06641794,1.0,0.0,4106.65280227
stor_Shasta.2012-11-30 00:00:00,spill_Shasta.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2012-11-30 00:00:00,flow_Shasta.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2012-11-30 00:00:00,stor_Keswick.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_Keswick.2012-11-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2012-11-30 00:00:00,stor_Keswick.2012-12-31 00:00:00,77336.1426585,1.0,0.0,29.35686722
stor_Keswick.2012-11-30 00:00:00,flow_Keswick.2012-11-30 00:00:00,1028.9191713,1.0,0.0,4414.56122045
stor_Keswick.2012-11-30 00:00:00,spill_Keswick.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2012-11-30 00:00:00,flow_Keswick.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2012-11-30 00:00:00,DELTA.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_Folsom.2012-11-30 00:00:00,0.0,1.0,142.955246118,142.955246118
stor_Folsom.2012-11-30 00:00:00,stor_Folsom.2012-12-31 00:00:00,1897.11129806,0.998749063,111.013367,1202.644809
stor_Folsom.2012-11-30 00:00:00,flow_Folsom.2012-11-30 00:00:00,5882.04906627,1.0,0.0,2874.3837863
stor_Folsom.2012-11-30 00:00:00,spill_Folsom.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2012-11-30 00:00:00,flow_Folsom.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2012-11-30 00:00:00,stor_Nimbus.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_Nimbus.2012-11-30 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2012-11-30 00:00:00,stor_Nimbus.2012-12-31 00:00:00,56837.8825323,1.0,0.0,10.85464056
stor_Nimbus.2012-11-30 00:00:00,flow_Nimbus.2012-11-30 00:00:00,482.764764359,1.0,0.0,2881.62115834
stor_Nimbus.2012-11-30 00:00:00,spill_Nimbus.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2012-11-30 00:00:00,flow_Nimbus.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2012-11-30 00:00:00,DELTA.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_New Melones.2012-11-30 00:00:00,0.0,1.0,58.4832485052,58.4832485052
stor_New Melones.2012-11-30 00:00:00,stor_New Melones.2012-12-31 00:00:00,456.6750579,0.999321932,98.67854843,2985.02609
stor_New Melones.2012-11-30 00:00:00,flow_New Melones.2012-11-30 00:00:00,9447.62812224,1.0,0.0,581.376673152
stor_New Melones.2012-11-30 00:00:00,spill_New Melones.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2012-11-30 00:00:00,flow_New Melones.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2012-11-30 00:00:00,DELTA.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-11-30 00:00:00,stor_Pine Flat.2012-11-30 00:00:00,0.0,1.0,23.9830668341,23.9830668341
stor_Pine Flat.2012-11-30 00:00:00,stor_Pine Flat.2012-12-31 00:00:00,665.695089943,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2012-11-30 00:00:00,flow_Pine Flat.2012-11-30 00:00:00,5983.7584674,1.0,0.0,588.646084637
stor_Pine Flat.2012-11-30 00:00:00,spill_Pine Flat.2012-11-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2012-11-30 00:00:00,flow_Pine Flat.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2012-11-30 00:00:00,DELTA.2012-11-30 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2012-12-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_Shasta.2012-12-31 00:00:00,0.0,1.0,1112.88458752,1112.88458752
stor_Shasta.2012-12-31 00:00:00,stor_Shasta.2013-01-31 00:00:00,977.914927167,0.999171932,662.0238805,5614.932874
stor_Shasta.2012-12-31 00:00:00,flow_Shasta.2012-12-31 00:00:00,7954.29931385,1.0,0.0,4106.65280227
stor_Shasta.2012-12-31 00:00:00,spill_Shasta.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2012-12-31 00:00:00,flow_Shasta.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2012-12-31 00:00:00,stor_Keswick.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_Keswick.2012-12-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2012-12-31 00:00:00,stor_Keswick.2013-01-31 00:00:00,71321.7489688,1.0,0.0,29.35686722
stor_Keswick.2012-12-31 00:00:00,flow_Keswick.2012-12-31 00:00:00,948.90064607,1.0,0.0,4414.56122045
stor_Keswick.2012-12-31 00:00:00,spill_Keswick.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2012-12-31 00:00:00,flow_Keswick.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2012-12-31 00:00:00,DELTA.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_Folsom.2012-12-31 00:00:00,0.0,1.0,584.638140138,584.638140138
stor_Folsom.2012-12-31 00:00:00,stor_Folsom.2013-01-31 00:00:00,1749.57385926,0.998749063,111.013367,1202.644809
stor_Folsom.2012-12-31 00:00:00,flow_Folsom.2012-12-31 00:00:00,5424.60509172,1.0,0.0,2874.3837863
stor_Folsom.2012-12-31 00:00:00,spill_Folsom.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2012-12-31 00:00:00,flow_Folsom.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2012-12-31 00:00:00,stor_Nimbus.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_Nimbus.2012-12-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2012-12-31 00:00:00,stor_Nimbus.2013-01-31 00:00:00,52417.6297061,1.0,0.0,10.85464056
stor_Nimbus.2012-12-31 00:00:00,flow_Nimbus.2012-12-31 00:00:00,445.22038998,1.0,0.0,2881.62115834
stor_Nimbus.2012-12-31 00:00:00,spill_Nimbus.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2012-12-31 00:00:00,flow_Nimbus.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2012-12-31 00:00:00,DELTA.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_New Melones.2012-12-31 00:00:00,0.0,1.0,120.309466317,120.309466317
stor_New Melones.2012-12-31 00:00:00,stor_New Melones.2013-01-31 00:00:00,421.159671456,0.999321932,98.67854843,2985.02609
stor_New Melones.2012-12-31 00:00:00,flow_New Melones.2012-12-31 00:00:00,8712.89081412,1.0,0.0,581.376673152
stor_New Melones.2012-12-31 00:00:00,spill_New Melones.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2012-12-31 00:00:00,flow_New Melones.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2012-12-31 00:00:00,DELTA.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2012-12-31 00:00:00,stor_Pine Flat.2012-12-31 00:00:00,0.0,1.0,59.1393549662,59.1393549662
stor_Pine Flat.2012-12-31 00:00:00,stor_Pine Flat.2013-01-31 00:00:00,613.924312478,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2012-12-31 00:00:00,flow_Pine Flat.2012-12-31 00:00:00,5518.40457583,1.0,0.0,588.646084637
stor_Pine Flat.2012-12-31 00:00:00,spill_Pine Flat.2012-12-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2012-12-31 00:00:00,flow_Pine Flat.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2012-12-31 00:00:00,DELTA.2012-12-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2013-01-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_Shasta.2013-01-31 00:00:00,0.0,1.0,463.291345509,463.291345509
stor_Shasta.2013-01-31 00:00:00,stor_Shasta.2013-02-28 00:00:00,1131.13337472,0.999171932,662.0238805,5614.932874
stor_Shasta.2013-01-31 00:00:00,flow_Shasta.2013-01-31 00:00:00,9200.56869017,1.0,0.0,4106.65280227
stor_Shasta.2013-01-31 00:00:00,spill_Shasta.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2013-01-31 00:00:00,flow_Shasta.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2013-01-31 00:00:00,stor_Keswick.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_Keswick.2013-01-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2013-01-31 00:00:00,stor_Keswick.2013-02-28 00:00:00,82496.3492209,1.0,0.0,29.35686722
stor_Keswick.2013-01-31 00:00:00,flow_Keswick.2013-01-31 00:00:00,1097.5731666,1.0,0.0,4414.56122045
stor_Keswick.2013-01-31 00:00:00,spill_Keswick.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2013-01-31 00:00:00,flow_Keswick.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2013-01-31 00:00:00,DELTA.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_Folsom.2013-01-31 00:00:00,0.0,1.0,207.789538471,207.789538471
stor_Folsom.2013-01-31 00:00:00,stor_Folsom.2013-02-28 00:00:00,2023.6949204,0.998749063,111.013367,1202.644809
stor_Folsom.2013-01-31 00:00:00,flow_Folsom.2013-01-31 00:00:00,6274.52515609,1.0,0.0,2874.3837863
stor_Folsom.2013-01-31 00:00:00,spill_Folsom.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2013-01-31 00:00:00,flow_Folsom.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2013-01-31 00:00:00,stor_Nimbus.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_Nimbus.2013-01-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2013-01-31 00:00:00,stor_Nimbus.2013-02-28 00:00:00,60630.3564167,1.0,0.0,10.85464056
stor_Nimbus.2013-01-31 00:00:00,flow_Nimbus.2013-01-31 00:00:00,514.976942253,1.0,0.0,2881.62115834
stor_Nimbus.2013-01-31 00:00:00,spill_Nimbus.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2013-01-31 00:00:00,flow_Nimbus.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2013-01-31 00:00:00,DELTA.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_New Melones.2013-01-31 00:00:00,0.0,1.0,75.2549877775,75.2549877775
stor_New Melones.2013-01-31 00:00:00,stor_New Melones.2013-02-28 00:00:00,487.146437089,0.999321932,98.67854843,2985.02609
stor_New Melones.2013-01-31 00:00:00,flow_New Melones.2013-01-31 00:00:00,10078.0152741,1.0,0.0,581.376673152
stor_New Melones.2013-01-31 00:00:00,spill_New Melones.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2013-01-31 00:00:00,flow_New Melones.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2013-01-31 00:00:00,DELTA.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-01-31 00:00:00,stor_Pine Flat.2013-01-31 00:00:00,0.0,1.0,52.4498944719,52.4498944719
stor_Pine Flat.2013-01-31 00:00:00,stor_Pine Flat.2013-02-28 00:00:00,710.113181204,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2013-01-31 00:00:00,flow_Pine Flat.2013-01-31 00:00:00,6383.0210784,1.0,0.0,588.646084637
stor_Pine Flat.2013-01-31 00:00:00,spill_Pine Flat.2013-01-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2013-01-31 00:00:00,flow_Pine Flat.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2013-01-31 00:00:00,DELTA.2013-01-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2013-02-28 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_Shasta.2013-02-28 00:00:00,0.0,1.0,457.665056696,457.665056696
stor_Shasta.2013-02-28 00:00:00,stor_Shasta.2013-03-31 00:00:00,1136.86164248,0.999171932,662.0238805,5614.932874
stor_Shasta.2013-02-28 00:00:00,flow_Shasta.2013-02-28 00:00:00,9247.16253882,1.0,0.0,4106.65280227
stor_Shasta.2013-02-28 00:00:00,spill_Shasta.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2013-02-28 00:00:00,flow_Shasta.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2013-02-28 00:00:00,stor_Keswick.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_Keswick.2013-02-28 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2013-02-28 00:00:00,stor_Keswick.2013-03-31 00:00:00,82914.1309706,1.0,0.0,29.35686722
stor_Keswick.2013-02-28 00:00:00,flow_Keswick.2013-02-28 00:00:00,1103.13152491,1.0,0.0,4414.56122045
stor_Keswick.2013-02-28 00:00:00,spill_Keswick.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2013-02-28 00:00:00,flow_Keswick.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2013-02-28 00:00:00,DELTA.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_Folsom.2013-02-28 00:00:00,0.0,1.0,149.860945983,149.860945983
stor_Folsom.2013-02-28 00:00:00,stor_Folsom.2013-03-31 00:00:00,2033.94330002,0.998749063,111.013367,1202.644809
stor_Folsom.2013-02-28 00:00:00,flow_Folsom.2013-02-28 00:00:00,6306.30081426,1.0,0.0,2874.3837863
stor_Folsom.2013-02-28 00:00:00,spill_Folsom.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2013-02-28 00:00:00,flow_Folsom.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2013-02-28 00:00:00,stor_Nimbus.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_Nimbus.2013-02-28 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2013-02-28 00:00:00,stor_Nimbus.2013-03-31 00:00:00,60937.4012652,1.0,0.0,10.85464056
stor_Nimbus.2013-02-28 00:00:00,flow_Nimbus.2013-02-28 00:00:00,517.584906687,1.0,0.0,2881.62115834
stor_Nimbus.2013-02-28 00:00:00,spill_Nimbus.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2013-02-28 00:00:00,flow_Nimbus.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2013-02-28 00:00:00,DELTA.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_New Melones.2013-02-28 00:00:00,0.0,1.0,82.2954846572,82.2954846572
stor_New Melones.2013-02-28 00:00:00,stor_New Melones.2013-03-31 00:00:00,489.613453724,0.999321932,98.67854843,2985.02609
stor_New Melones.2013-02-28 00:00:00,flow_New Melones.2013-02-28 00:00:00,10129.0526856,1.0,0.0,581.376673152
stor_New Melones.2013-02-28 00:00:00,spill_New Melones.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2013-02-28 00:00:00,flow_New Melones.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2013-02-28 00:00:00,DELTA.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-02-28 00:00:00,stor_Pine Flat.2013-02-28 00:00:00,0.0,1.0,54.4625199843,54.4625199843
stor_Pine Flat.2013-02-28 00:00:00,stor_Pine Flat.2013-03-31 00:00:00,713.709368571,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2013-02-28 00:00:00,flow_Pine Flat.2013-02-28 00:00:00,6415.34612439,1.0,0.0,588.646084637
stor_Pine Flat.2013-02-28 00:00:00,spill_Pine Flat.2013-02-28 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2013-02-28 00:00:00,flow_Pine Flat.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2013-02-28 00:00:00,DELTA.2013-02-28 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2013-03-31 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_Shasta.2013-03-31 00:00:00,0.0,1.0,498.050821441,498.050821441
stor_Shasta.2013-03-31 00:00:00,stor_Shasta.2013-04-30 00:00:00,1232.31222705,0.999171932,662.0238805,5614.932874
stor_Shasta.2013-03-31 00:00:00,flow_Shasta.2013-03-31 00:00:00,10023.5516922,1.0,0.0,4106.65280227
stor_Shasta.2013-03-31 00:00:00,spill_Shasta.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2013-03-31 00:00:00,flow_Shasta.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2013-03-31 00:00:00,stor_Keswick.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_Keswick.2013-03-31 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2013-03-31 00:00:00,stor_Keswick.2013-04-30 00:00:00,89875.5776393,1.0,0.0,29.35686722
stor_Keswick.2013-03-31 00:00:00,flow_Keswick.2013-03-31 00:00:00,1195.75012582,1.0,0.0,4414.56122045
stor_Keswick.2013-03-31 00:00:00,spill_Keswick.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2013-03-31 00:00:00,flow_Keswick.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2013-03-31 00:00:00,DELTA.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_Folsom.2013-03-31 00:00:00,0.0,1.0,184.317210729,184.317210729
stor_Folsom.2013-03-31 00:00:00,stor_Folsom.2013-04-30 00:00:00,2204.7127211,0.998749063,111.013367,1202.644809
stor_Folsom.2013-03-31 00:00:00,flow_Folsom.2013-03-31 00:00:00,6835.77600139,1.0,0.0,2874.3837863
stor_Folsom.2013-03-31 00:00:00,spill_Folsom.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Folsom.2013-03-31 00:00:00,flow_Folsom.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Folsom.2013-03-31 00:00:00,stor_Nimbus.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_Nimbus.2013-03-31 00:00:00,0.0,1.0,0.0,0.0
stor_Nimbus.2013-03-31 00:00:00,stor_Nimbus.2013-04-30 00:00:00,66053.688994,1.0,0.0,10.85464056
stor_Nimbus.2013-03-31 00:00:00,flow_Nimbus.2013-03-31 00:00:00,561.041185944,1.0,0.0,2881.62115834
stor_Nimbus.2013-03-31 00:00:00,spill_Nimbus.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Nimbus.2013-03-31 00:00:00,flow_Nimbus.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Nimbus.2013-03-31 00:00:00,DELTA.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_New Melones.2013-03-31 00:00:00,0.0,1.0,95.6795531796,95.6795531796
stor_New Melones.2013-03-31 00:00:00,stor_New Melones.2013-04-30 00:00:00,530.721241504,0.999321932,98.67854843,2985.02609
stor_New Melones.2013-03-31 00:00:00,flow_New Melones.2013-03-31 00:00:00,10979.4850915,1.0,0.0,581.376673152
stor_New Melones.2013-03-31 00:00:00,spill_New Melones.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_New Melones.2013-03-31 00:00:00,flow_New Melones.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_New Melones.2013-03-31 00:00:00,DELTA.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-03-31 00:00:00,stor_Pine Flat.2013-03-31 00:00:00,0.0,1.0,82.5502223606,82.5502223606
stor_Pine Flat.2013-03-31 00:00:00,stor_Pine Flat.2013-04-30 00:00:00,773.632201815,0.999282708,148.0178226,1233.481855
stor_Pine Flat.2013-03-31 00:00:00,flow_Pine Flat.2013-03-31 00:00:00,6953.97675332,1.0,0.0,588.646084637
stor_Pine Flat.2013-03-31 00:00:00,spill_Pine Flat.2013-03-31 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Pine Flat.2013-03-31 00:00:00,flow_Pine Flat.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Pine Flat.2013-03-31 00:00:00,DELTA.2013-03-31 00:00:00,0.0,1.0,0.0,10000000000.0
SUPERSOURCE,INFLOW.2013-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
DELTA.2013-04-30 00:00:00,SUPERSINK,0.0,1.0,0.0,10000000000.0
INFLOW.2013-04-30 00:00:00,stor_Shasta.2013-04-30 00:00:00,0.0,1.0,507.855571734,507.855571734
stor_Shasta.2013-04-30 00:00:00,stor_Shasta.2013-05-31 00:00:00,1157.11663757,0.999171932,662.0238805,5614.932874
stor_Shasta.2013-04-30 00:00:00,flow_Shasta.2013-04-30 00:00:00,9411.91499653,1.0,0.0,4106.65280227
stor_Shasta.2013-04-30 00:00:00,spill_Shasta.2013-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Shasta.2013-04-30 00:00:00,flow_Shasta.2013-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Shasta.2013-04-30 00:00:00,stor_Keswick.2013-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
INFLOW.2013-04-30 00:00:00,stor_Keswick.2013-04-30 00:00:00,0.0,1.0,0.0,0.0
stor_Keswick.2013-04-30 00:00:00,stor_Keswick.2013-05-31 00:00:00,84391.3740388,1.0,0.0,29.35686722
stor_Keswick.2013-04-30 00:00:00,flow_Keswick.2013-04-30 00:00:00,1122.78551353,1.0,0.0,4414.56122045
stor_Keswick.2013-04-30 00:00:00,spill_Keswick.2013-04-30 00:00:00,-1000.0,1.0,0.0,10000000000.0
spill_Keswick.2013-04-30 00:00:00,flow_Keswick.2013-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
flow_Keswick.2013-04-30 00:00:00,DELTA.2013-04-30 00:00:00,0.0,1.0,0.0,10000000000.0
