i,j,a3,a2,a1,c,efficiency,price,amplitude,lower_bound,upper_bound,warmstart
stor_Shasta.2012-06-30 00:00:00,stor_Shasta.2012-07-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5359.76956974
stor_Shasta.2012-06-30 00:00:00,flow_Shasta.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,4106.65280227,5.13593677048e-12
stor_Shasta.2012-06-30 00:00:00,spill_Shasta.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982562221e-09
spill_Shasta.2012-06-30 00:00:00,flow_Shasta.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9998150655e-09
flow_Shasta.2012-06-30 00:00:00,stor_Keswick.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99464439214e-09
INFLOW.2012-06-30 00:00:00,stor_Keswick.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99532657205e-09
stor_Keswick.2012-06-30 00:00:00,stor_Keswick.2012-07-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2012-06-30 00:00:00,flow_Keswick.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,4414.56122045,1.00003661825e-08
stor_Keswick.2012-06-30 00:00:00,spill_Keswick.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981516919e-09
spill_Keswick.2012-06-30 00:00:00,flow_Keswick.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984369732e-09
flow_Keswick.2012-06-30 00:00:00,DELTA.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,4.88593772585e-13
INFLOW.2012-06-30 00:00:00,stor_Folsom.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,123.822209552,123.822209552,123.82221079
stor_Folsom.2012-06-30 00:00:00,stor_Folsom.2012-07-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2012-06-30 00:00:00,flow_Folsom.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,2874.3837863,122.315893588
stor_Folsom.2012-06-30 00:00:00,spill_Folsom.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983773769e-09
spill_Folsom.2012-06-30 00:00:00,flow_Folsom.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983771293e-09
flow_Folsom.2012-06-30 00:00:00,stor_Nimbus.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,122.315893578
INFLOW.2012-06-30 00:00:00,stor_Nimbus.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9953739277e-09
stor_Nimbus.2012-06-30 00:00:00,stor_Nimbus.2012-07-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2012-06-30 00:00:00,flow_Nimbus.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,2881.62115834,122.315893598
stor_Nimbus.2012-06-30 00:00:00,spill_Nimbus.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983773261e-09
spill_Nimbus.2012-06-30 00:00:00,flow_Nimbus.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983771802e-09
flow_Nimbus.2012-06-30 00:00:00,DELTA.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,122.315893588
INFLOW.2012-06-30 00:00:00,stor_New Melones.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,69.6459534746,69.6459534746,69.6459541711
stor_New Melones.2012-06-30 00:00:00,stor_New Melones.2012-07-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2012-06-30 00:00:00,flow_New Melones.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,581.376673152,67.6205301148
stor_New Melones.2012-06-30 00:00:00,spill_New Melones.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983773405e-09
spill_New Melones.2012-06-30 00:00:00,flow_New Melones.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983771658e-09
flow_New Melones.2012-06-30 00:00:00,DELTA.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,67.6205301048
INFLOW.2012-06-30 00:00:00,stor_Pine Flat.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.630504305,108.630504305,108.630505391
stor_Pine Flat.2012-06-30 00:00:00,stor_Pine Flat.2012-07-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2012-06-30 00:00:00,flow_Pine Flat.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,17.9106593198,1.0,0.0,588.646084637,107.745103634
stor_Pine Flat.2012-06-30 00:00:00,spill_Pine Flat.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983773393e-09
spill_Pine Flat.2012-06-30 00:00:00,flow_Pine Flat.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9998377167e-09
flow_Pine Flat.2012-06-30 00:00:00,DELTA.2012-06-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,107.745103624
SUPERSOURCE,INFLOW.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,489.384078994
DELTA.2012-07-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,225.150175925
INFLOW.2012-07-31 00:00:00,stor_Shasta.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,259.816757415,259.816757415,259.816760013
stor_Shasta.2012-07-31 00:00:00,stor_Shasta.2012-08-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2012-07-31 00:00:00,flow_Shasta.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,4106.65280227,6.41217764428e-12
stor_Shasta.2012-07-31 00:00:00,spill_Shasta.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982718772e-09
spill_Shasta.2012-07-31 00:00:00,flow_Shasta.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9998129424e-09
flow_Shasta.2012-07-31 00:00:00,stor_Keswick.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99336533634e-09
INFLOW.2012-07-31 00:00:00,stor_Keswick.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99553346352e-09
stor_Keswick.2012-07-31 00:00:00,stor_Keswick.2012-08-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2012-07-31 00:00:00,flow_Keswick.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,4414.56122045,1.00016475491e-08
stor_Keswick.2012-07-31 00:00:00,spill_Keswick.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998149466e-09
spill_Keswick.2012-07-31 00:00:00,flow_Keswick.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984397881e-09
flow_Keswick.2012-07-31 00:00:00,DELTA.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1.76891008967e-12
INFLOW.2012-07-31 00:00:00,stor_Folsom.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,102.268141757,102.268141757,102.26814278
stor_Folsom.2012-07-31 00:00:00,stor_Folsom.2012-08-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2012-07-31 00:00:00,flow_Folsom.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,2874.3837863,100.761825577
stor_Folsom.2012-07-31 00:00:00,spill_Folsom.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983787272e-09
spill_Folsom.2012-07-31 00:00:00,flow_Folsom.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983784778e-09
flow_Folsom.2012-07-31 00:00:00,stor_Nimbus.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,100.761825567
INFLOW.2012-07-31 00:00:00,stor_Nimbus.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99558207482e-09
stor_Nimbus.2012-07-31 00:00:00,stor_Nimbus.2012-08-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2012-07-31 00:00:00,flow_Nimbus.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,2881.62115834,100.761825587
stor_Nimbus.2012-07-31 00:00:00,spill_Nimbus.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983786749e-09
spill_Nimbus.2012-07-31 00:00:00,flow_Nimbus.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983785302e-09
flow_Nimbus.2012-07-31 00:00:00,DELTA.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,100.761825577
INFLOW.2012-07-31 00:00:00,stor_New Melones.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,61.4328222686,61.4328222686,61.4328228829
stor_New Melones.2012-07-31 00:00:00,stor_New Melones.2012-08-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2012-07-31 00:00:00,flow_New Melones.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,581.376673152,59.4073988266
stor_New Melones.2012-07-31 00:00:00,spill_New Melones.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983786907e-09
spill_New Melones.2012-07-31 00:00:00,flow_New Melones.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983785144e-09
flow_New Melones.2012-07-31 00:00:00,DELTA.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,59.4073988166
INFLOW.2012-07-31 00:00:00,stor_Pine Flat.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65.8663526394,65.8663526394,65.8663532981
stor_Pine Flat.2012-07-31 00:00:00,stor_Pine Flat.2012-08-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2012-07-31 00:00:00,flow_Pine Flat.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,18.757807426,1.0,0.0,588.646084637,64.9809515409
stor_Pine Flat.2012-07-31 00:00:00,spill_Pine Flat.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983786885e-09
spill_Pine Flat.2012-07-31 00:00:00,flow_Pine Flat.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983785165e-09
flow_Pine Flat.2012-07-31 00:00:00,DELTA.2012-07-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,64.9809515309
SUPERSOURCE,INFLOW.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,496.006998618
DELTA.2012-08-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,486.936455959
INFLOW.2012-08-31 00:00:00,stor_Shasta.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,253.662731957,253.662731957,253.662734494
stor_Shasta.2012-08-31 00:00:00,stor_Shasta.2012-09-30 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2012-08-31 00:00:00,flow_Shasta.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,4106.65280227,249.009334891
stor_Shasta.2012-08-31 00:00:00,spill_Shasta.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983925321e-09
spill_Shasta.2012-08-31 00:00:00,flow_Shasta.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983919032e-09
flow_Shasta.2012-08-31 00:00:00,stor_Keswick.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,249.009334881
INFLOW.2012-08-31 00:00:00,stor_Keswick.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99696857917e-09
stor_Keswick.2012-08-31 00:00:00,stor_Keswick.2012-09-30 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2012-08-31 00:00:00,flow_Keswick.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,4414.56122045,249.009334901
stor_Keswick.2012-08-31 00:00:00,spill_Keswick.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983922888e-09
spill_Keswick.2012-08-31 00:00:00,flow_Keswick.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983921475e-09
flow_Keswick.2012-08-31 00:00:00,DELTA.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,249.009334891
INFLOW.2012-08-31 00:00:00,stor_Folsom.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,114.193915236,114.193915236,114.193916378
stor_Folsom.2012-08-31 00:00:00,stor_Folsom.2012-09-30 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2012-08-31 00:00:00,flow_Folsom.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,2874.3837863,112.687599176
stor_Folsom.2012-08-31 00:00:00,spill_Folsom.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983923594e-09
spill_Folsom.2012-08-31 00:00:00,flow_Folsom.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983920768e-09
flow_Folsom.2012-08-31 00:00:00,stor_Nimbus.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,112.687599166
INFLOW.2012-08-31 00:00:00,stor_Nimbus.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99696857917e-09
stor_Nimbus.2012-08-31 00:00:00,stor_Nimbus.2012-09-30 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2012-08-31 00:00:00,flow_Nimbus.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,2881.62115834,112.687599186
stor_Nimbus.2012-08-31 00:00:00,spill_Nimbus.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983922888e-09
spill_Nimbus.2012-08-31 00:00:00,flow_Nimbus.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983921475e-09
flow_Nimbus.2012-08-31 00:00:00,DELTA.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,112.687599176
INFLOW.2012-08-31 00:00:00,stor_New Melones.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,63.0370063625,63.0370063625,63.0370069929
stor_New Melones.2012-08-31 00:00:00,stor_New Melones.2012-09-30 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2012-08-31 00:00:00,flow_New Melones.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,581.376673152,61.0115829366
stor_New Melones.2012-08-31 00:00:00,spill_New Melones.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983923049e-09
spill_New Melones.2012-08-31 00:00:00,flow_New Melones.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983921311e-09
flow_New Melones.2012-08-31 00:00:00,DELTA.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,61.0115829266
INFLOW.2012-08-31 00:00:00,stor_Pine Flat.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,65.1133400826,65.1133400826,65.1133407337
stor_Pine Flat.2012-08-31 00:00:00,stor_Pine Flat.2012-09-30 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2012-08-31 00:00:00,flow_Pine Flat.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,27.385228648,1.0,0.0,588.646084637,64.2279389765
stor_Pine Flat.2012-08-31 00:00:00,spill_Pine Flat.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983923056e-09
spill_Pine Flat.2012-08-31 00:00:00,flow_Pine Flat.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983921307e-09
flow_Pine Flat.2012-08-31 00:00:00,DELTA.2012-08-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,64.2279389665
SUPERSOURCE,INFLOW.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,447.288304066
DELTA.2012-09-30 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,438.217761407
INFLOW.2012-09-30 00:00:00,stor_Shasta.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,254.412870449,254.412870449,254.412872993
stor_Shasta.2012-09-30 00:00:00,stor_Shasta.2012-10-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2012-09-30 00:00:00,flow_Shasta.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,4106.65280227,249.75947339
stor_Shasta.2012-09-30 00:00:00,spill_Shasta.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983920118e-09
spill_Shasta.2012-09-30 00:00:00,flow_Shasta.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983917349e-09
flow_Shasta.2012-09-30 00:00:00,stor_Keswick.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,249.75947338
INFLOW.2012-09-30 00:00:00,stor_Keswick.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99694413945e-09
stor_Keswick.2012-09-30 00:00:00,stor_Keswick.2012-10-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2012-09-30 00:00:00,flow_Keswick.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,4414.56122045,249.7594734
stor_Keswick.2012-09-30 00:00:00,spill_Keswick.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983919437e-09
spill_Keswick.2012-09-30 00:00:00,flow_Keswick.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983918032e-09
flow_Keswick.2012-09-30 00:00:00,DELTA.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,249.75947339
INFLOW.2012-09-30 00:00:00,stor_Folsom.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,102.245145921,102.245145921,102.245146943
stor_Folsom.2012-09-30 00:00:00,stor_Folsom.2012-10-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2012-09-30 00:00:00,flow_Folsom.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,2874.3837863,100.738829741
stor_Folsom.2012-09-30 00:00:00,spill_Folsom.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983920091e-09
spill_Folsom.2012-09-30 00:00:00,flow_Folsom.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983917377e-09
flow_Folsom.2012-09-30 00:00:00,stor_Nimbus.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,100.738829731
INFLOW.2012-09-30 00:00:00,stor_Nimbus.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99694413945e-09
stor_Nimbus.2012-09-30 00:00:00,stor_Nimbus.2012-10-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2012-09-30 00:00:00,flow_Nimbus.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,2881.62115834,100.738829751
stor_Nimbus.2012-09-30 00:00:00,spill_Nimbus.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983919437e-09
spill_Nimbus.2012-09-30 00:00:00,flow_Nimbus.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983918033e-09
flow_Nimbus.2012-09-30 00:00:00,DELTA.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,100.738829741
INFLOW.2012-09-30 00:00:00,stor_New Melones.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,59.1532534235,59.1532534235,59.153254015
stor_New Melones.2012-09-30 00:00:00,stor_New Melones.2012-10-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2012-09-30 00:00:00,flow_New Melones.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,581.376673152,57.1278299587
stor_New Melones.2012-09-30 00:00:00,spill_New Melones.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983919622e-09
spill_New Melones.2012-09-30 00:00:00,flow_New Melones.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9998391785e-09
flow_New Melones.2012-09-30 00:00:00,DELTA.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,57.1278299487
INFLOW.2012-09-30 00:00:00,stor_Pine Flat.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.4770297793,31.4770297793,31.4770300941
stor_Pine Flat.2012-09-30 00:00:00,stor_Pine Flat.2012-10-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2012-09-30 00:00:00,flow_Pine Flat.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,27.1650096357,1.0,0.0,588.646084637,30.5916283369
stor_Pine Flat.2012-09-30 00:00:00,spill_Pine Flat.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983919606e-09
spill_Pine Flat.2012-09-30 00:00:00,flow_Pine Flat.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983917863e-09
flow_Pine Flat.2012-09-30 00:00:00,DELTA.2012-09-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,30.5916283269
SUPERSOURCE,INFLOW.2012-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,401.587578895
DELTA.2012-10-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,392.517036236
INFLOW.2012-10-31 00:00:00,stor_Shasta.2012-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,242.185530221,242.185530221,242.185532643
