i,j,a3,a2,a1,c,efficiency,price,amplitude,lower_bound,upper_bound,warmstart
INFLOW.2016-10-31 00:00:00,stor_Keswick.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.9972955553e-09
stor_Keswick.2016-10-31 00:00:00,stor_Keswick.2016-11-30 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2016-10-31 00:00:00,flow_Keswick.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.4652477813,1.0,0.0,4414.56122045,1.00579622978e-08
stor_Keswick.2016-10-31 00:00:00,spill_Keswick.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981069752e-09
spill_Keswick.2016-10-31 00:00:00,flow_Keswick.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984656807e-09
flow_Keswick.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5.80732129652e-11
INFLOW.2016-10-31 00:00:00,stor_Folsom.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,147.778294997,147.778294997,147.778296475
stor_Folsom.2016-10-31 00:00:00,stor_Folsom.2016-11-30 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1001.26885616
stor_Folsom.2016-10-31 00:00:00,flow_Folsom.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.4652477813,1.0,0.0,2874.3837863,347.9001683
stor_Folsom.2016-10-31 00:00:00,spill_Folsom.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.9998397772e-09
spill_Folsom.2016-10-31 00:00:00,flow_Folsom.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983993765e-09
flow_Folsom.2016-10-31 00:00:00,stor_Nimbus.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,347.90016829
INFLOW.2016-10-31 00:00:00,stor_Nimbus.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99735950219e-09
stor_Nimbus.2016-10-31 00:00:00,stor_Nimbus.2016-11-30 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2016-10-31 00:00:00,flow_Nimbus.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.4652477813,1.0,0.0,2881.62115834,347.90016831
stor_Nimbus.2016-10-31 00:00:00,spill_Nimbus.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983986469e-09
spill_Nimbus.2016-10-31 00:00:00,flow_Nimbus.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983985087e-09
flow_Nimbus.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,347.9001683
INFLOW.2016-10-31 00:00:00,stor_New Melones.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,58.5664814025,58.5664814025,58.5664819882
stor_New Melones.2016-10-31 00:00:00,stor_New Melones.2016-11-30 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2940.63235912
stor_New Melones.2016-10-31 00:00:00,flow_New Melones.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.4652477813,1.0,0.0,581.376673152,100.964941071
stor_New Melones.2016-10-31 00:00:00,spill_New Melones.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983986641e-09
spill_New Melones.2016-10-31 00:00:00,flow_New Melones.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983984915e-09
flow_New Melones.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,100.964941061
INFLOW.2016-10-31 00:00:00,stor_Pine Flat.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,45.4791764383,45.4791764383,45.4791768931
stor_Pine Flat.2016-10-31 00:00:00,stor_Pine Flat.2016-11-30 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2016-10-31 00:00:00,flow_Pine Flat.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.4652477813,1.0,0.0,588.646084637,44.5937751359
stor_Pine Flat.2016-10-31 00:00:00,spill_Pine Flat.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983986661e-09
spill_Pine Flat.2016-10-31 00:00:00,flow_Pine Flat.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983984896e-09
flow_Pine Flat.2016-10-31 00:00:00,DELTA.2016-10-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,44.5937751259
SUPERSOURCE,INFLOW.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,807.250271434
DELTA.2016-11-30 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,35.0789537981
INFLOW.2016-11-30 00:00:00,stor_Shasta.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,521.984443769,521.984443769,521.984448989
stor_Shasta.2016-11-30 00:00:00,stor_Shasta.2016-12-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,5614.93293015
stor_Shasta.2016-11-30 00:00:00,flow_Shasta.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,4106.65280227,8.49393814253e-12
stor_Shasta.2016-11-30 00:00:00,spill_Shasta.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982684018e-09
spill_Shasta.2016-11-30 00:00:00,flow_Shasta.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981485472e-09
flow_Shasta.2016-11-30 00:00:00,stor_Keswick.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99128432345e-09
INFLOW.2016-11-30 00:00:00,stor_Keswick.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99686045052e-09
stor_Keswick.2016-11-30 00:00:00,stor_Keswick.2016-12-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2016-11-30 00:00:00,flow_Keswick.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,4414.56122045,1.0004937408e-08
stor_Keswick.2016-11-30 00:00:00,spill_Keswick.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981549282e-09
spill_Keswick.2016-11-30 00:00:00,flow_Keswick.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984557609e-09
flow_Keswick.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5.05573646448e-12
INFLOW.2016-11-30 00:00:00,stor_Folsom.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,202.882280039,202.882280039,202.882282068
stor_Folsom.2016-11-30 00:00:00,stor_Folsom.2016-12-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2016-11-30 00:00:00,flow_Folsom.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,2874.3837863,1.25100825925e-11
stor_Folsom.2016-11-30 00:00:00,spill_Folsom.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982630224e-09
spill_Folsom.2016-11-30 00:00:00,flow_Folsom.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99981321625e-09
flow_Folsom.2016-11-30 00:00:00,stor_Nimbus.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.98726436359e-09
INFLOW.2016-11-30 00:00:00,stor_Nimbus.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99685734386e-09
stor_Nimbus.2016-11-30 00:00:00,stor_Nimbus.2016-12-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2016-11-30 00:00:00,flow_Nimbus.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,2881.62115834,1.00089080791e-08
stor_Nimbus.2016-11-30 00:00:00,spill_Nimbus.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99981424066e-09
spill_Nimbus.2016-11-30 00:00:00,flow_Nimbus.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984603399e-09
flow_Nimbus.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,9.02363562e-12
INFLOW.2016-11-30 00:00:00,stor_New Melones.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46.4191843178,46.4191843178,46.419184782
stor_New Melones.2016-11-30 00:00:00,stor_New Melones.2016-12-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2985.02611985
stor_New Melones.2016-11-30 00:00:00,flow_New Melones.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,581.376673152,9.10234515909e-11
stor_New Melones.2016-11-30 00:00:00,spill_New Melones.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99982361822e-09
spill_New Melones.2016-11-30 00:00:00,flow_New Melones.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99980804318e-09
flow_New Melones.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9087379643e-09
INFLOW.2016-11-30 00:00:00,stor_Pine Flat.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.9643552156,35.9643552156,35.9643555752
stor_Pine Flat.2016-11-30 00:00:00,stor_Pine Flat.2016-12-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,1233.48186733
stor_Pine Flat.2016-11-30 00:00:00,flow_Pine Flat.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,26.8840695812,1.0,0.0,588.646084637,35.078953818
stor_Pine Flat.2016-11-30 00:00:00,spill_Pine Flat.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983915201e-09
spill_Pine Flat.2016-11-30 00:00:00,flow_Pine Flat.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983913468e-09
flow_Pine Flat.2016-11-30 00:00:00,DELTA.2016-11-30 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,35.078953808
SUPERSOURCE,INFLOW.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1806.85056522
DELTA.2016-12-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5795.6702411
INFLOW.2016-12-31 00:00:00,stor_Shasta.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,923.266101326,923.266101326,923.266110559
stor_Shasta.2016-12-31 00:00:00,stor_Shasta.2017-01-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,2429.53271178
stor_Shasta.2016-12-31 00:00:00,flow_Shasta.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,4106.65280227,4106.65284334
stor_Shasta.2016-12-31 00:00:00,spill_Shasta.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983972571e-09
spill_Shasta.2016-12-31 00:00:00,flow_Shasta.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984009825e-09
flow_Shasta.2016-12-31 00:00:00,stor_Keswick.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,4106.65284333
INFLOW.2016-12-31 00:00:00,stor_Keswick.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99744669087e-09
stor_Keswick.2016-12-31 00:00:00,stor_Keswick.2017-01-31 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2016-12-31 00:00:00,flow_Keswick.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,4414.56122045,4106.65284335
stor_Keswick.2016-12-31 00:00:00,spill_Keswick.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984003238e-09
spill_Keswick.2016-12-31 00:00:00,flow_Keswick.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984001864e-09
flow_Keswick.2016-12-31 00:00:00,DELTA.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,4106.65284334
INFLOW.2016-12-31 00:00:00,stor_Folsom.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,663.142239482,663.142239482,663.142246113
stor_Folsom.2016-12-31 00:00:00,stor_Folsom.2017-01-31 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,1202.64482103
stor_Folsom.2016-12-31 00:00:00,flow_Folsom.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,2874.3837863,661.635928911
stor_Folsom.2016-12-31 00:00:00,spill_Folsom.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984004716e-09
spill_Folsom.2016-12-31 00:00:00,flow_Folsom.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984000382e-09
flow_Folsom.2016-12-31 00:00:00,stor_Nimbus.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,661.635928901
INFLOW.2016-12-31 00:00:00,stor_Nimbus.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99744669087e-09
stor_Nimbus.2016-12-31 00:00:00,stor_Nimbus.2017-01-31 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2016-12-31 00:00:00,flow_Nimbus.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,2881.62115834,661.635928921
stor_Nimbus.2016-12-31 00:00:00,spill_Nimbus.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984003235e-09
spill_Nimbus.2016-12-31 00:00:00,flow_Nimbus.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984001868e-09
flow_Nimbus.2016-12-31 00:00:00,DELTA.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,661.635928911
INFLOW.2016-12-31 00:00:00,stor_New Melones.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,129.379652022,129.379652022,129.379653316
stor_New Melones.2016-12-31 00:00:00,stor_New Melones.2017-01-31 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2531.31152824
stor_New Melones.2016-12-31 00:00:00,flow_New Melones.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,581.376673152,581.376678966
stor_New Melones.2016-12-31 00:00:00,spill_New Melones.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983986517e-09
spill_New Melones.2016-12-31 00:00:00,flow_New Melones.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983984829e-09
flow_New Melones.2016-12-31 00:00:00,DELTA.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,581.376678956
INFLOW.2016-12-31 00:00:00,stor_Pine Flat.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91.0625543053,91.0625543053,91.0625552159
stor_Pine Flat.2016-12-31 00:00:00,stor_Pine Flat.2017-01-31 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,877.909463202
stor_Pine Flat.2016-12-31 00:00:00,flow_Pine Flat.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,32.5467106069,1.0,0.0,588.646084637,446.004789908
stor_Pine Flat.2016-12-31 00:00:00,spill_Pine Flat.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99984003408e-09
spill_Pine Flat.2016-12-31 00:00:00,flow_Pine Flat.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99984001694e-09
flow_Pine Flat.2016-12-31 00:00:00,DELTA.2016-12-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,446.004789898
SUPERSOURCE,INFLOW.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,4285.19275971
DELTA.2017-01-31 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,7407.08815079
INFLOW.2017-01-31 00:00:00,stor_Shasta.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1735.82682797,1735.82682797,1735.82684533
stor_Shasta.2017-01-31 00:00:00,stor_Shasta.2017-02-28 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,662.02387388
stor_Shasta.2017-01-31 00:00:00,flow_Shasta.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,4106.65280227,3502.78702813
stor_Shasta.2017-01-31 00:00:00,spill_Shasta.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983986954e-09
spill_Shasta.2017-01-31 00:00:00,flow_Shasta.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.9998397913e-09
flow_Shasta.2017-01-31 00:00:00,stor_Keswick.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,3502.78702812
INFLOW.2017-01-31 00:00:00,stor_Keswick.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99734477088e-09
stor_Keswick.2017-01-31 00:00:00,stor_Keswick.2017-02-28 00:00:00,0.001617646,-0.112485446,2.88127658,0.214664334,0.771623853,0.0,1.0,0.0,29.35686722,29.3568675136
stor_Keswick.2017-01-31 00:00:00,flow_Keswick.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,4414.56122045,3502.78702814
stor_Keswick.2017-01-31 00:00:00,spill_Keswick.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983983736e-09
spill_Keswick.2017-01-31 00:00:00,flow_Keswick.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983982365e-09
flow_Keswick.2017-01-31 00:00:00,DELTA.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,3502.78702813
INFLOW.2017-01-31 00:00:00,stor_Folsom.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1642.78592627,1642.78592627,1642.7859427
stor_Folsom.2017-01-31 00:00:00,stor_Folsom.2017-02-28 00:00:00,3.21e-08,-8.67e-05,0.101747899,50.60394701,0.829199799,0.0,0.998749063,111.013367,1202.644809,111.01336589
stor_Folsom.2017-01-31 00:00:00,flow_Folsom.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,2874.3837863,2734.27835318
stor_Folsom.2017-01-31 00:00:00,spill_Folsom.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983979388e-09
spill_Folsom.2017-01-31 00:00:00,flow_Folsom.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983986699e-09
flow_Folsom.2017-01-31 00:00:00,stor_Nimbus.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,2734.27835317
INFLOW.2017-01-31 00:00:00,stor_Nimbus.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.99734477088e-09
stor_Nimbus.2017-01-31 00:00:00,stor_Nimbus.2017-02-28 00:00:00,0.009269121,-0.253804847,2.705583428,1.427740357,0.783712755,0.0,1.0,0.0,10.85464056,10.8546406685
stor_Nimbus.2017-01-31 00:00:00,flow_Nimbus.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,2881.62115834,2734.27835319
stor_Nimbus.2017-01-31 00:00:00,spill_Nimbus.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983983756e-09
spill_Nimbus.2017-01-31 00:00:00,flow_Nimbus.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983982344e-09
flow_Nimbus.2017-01-31 00:00:00,DELTA.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,2734.27835318
INFLOW.2017-01-31 00:00:00,stor_New Melones.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,464.618020852,464.618020852,464.618025498
stor_New Melones.2017-01-31 00:00:00,stor_New Melones.2017-02-28 00:00:00,4.33e-09,-2.87e-05,0.086684534,63.03293576,0.897566109,0.0,0.999321932,98.67854843,2985.02609,2412.91564374
stor_New Melones.2017-01-31 00:00:00,flow_New Melones.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,581.376673152,581.376678966
stor_New Melones.2017-01-31 00:00:00,spill_New Melones.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983940032e-09
spill_New Melones.2017-01-31 00:00:00,flow_New Melones.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983938337e-09
flow_New Melones.2017-01-31 00:00:00,DELTA.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,581.376678956
INFLOW.2017-01-31 00:00:00,stor_Pine Flat.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,441.961941751,441.961941751,441.961946171
stor_Pine Flat.2017-01-31 00:00:00,stor_Pine Flat.2017-02-28 00:00:00,4.72e-08,-0.000125362,0.158366502,28.03055038,0.87,0.0,0.999282708,148.0178226,1233.481855,730.700816788
stor_Pine Flat.2017-01-31 00:00:00,flow_Pine Flat.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,31.2895818108,1.0,0.0,588.646084637,588.646090523
stor_Pine Flat.2017-01-31 00:00:00,spill_Pine Flat.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983916388e-09
spill_Pine Flat.2017-01-31 00:00:00,flow_Pine Flat.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983914673e-09
flow_Pine Flat.2017-01-31 00:00:00,DELTA.2017-01-31 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,588.646090513
SUPERSOURCE,INFLOW.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,7449.81452639
DELTA.2017-02-28 00:00:00,SUPERSINK,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,5107.81345249
INFLOW.2017-02-28 00:00:00,stor_Shasta.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3589.86395404,3589.86395404,3589.86398994
stor_Shasta.2017-02-28 00:00:00,stor_Shasta.2017-03-31 00:00:00,3.97e-10,-5.47e-06,0.034370904,55.56257157,0.916266447,0.0,0.999171932,662.0238805,5614.932874,2578.9506929
stor_Shasta.2017-02-28 00:00:00,flow_Shasta.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,25.5839864365,1.0,0.0,4106.65280227,1670.79985455
stor_Shasta.2017-02-28 00:00:00,spill_Shasta.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,-1000.0,1.0,0.0,10000000000.0,-9.99983893137e-09
spill_Shasta.2017-02-28 00:00:00,flow_Shasta.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,-9.99983894751e-09
flow_Shasta.2017-02-28 00:00:00,stor_Keswick.2017-02-28 00:00:00,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10000000000.0,1670.79985454
