link,value
"('stor_Nimbus.2012-04-30 00:00:00', 'flow_Nimbus.2012-04-30 00:00:00')",511.510509612
"('stor_Nimbus.2012-04-30 00:00:00', 'spill_Nimbus.2012-04-30 00:00:00')",0.0
"('spill_Nimbus.2012-04-30 00:00:00', 'flow_Nimbus.2012-04-30 00:00:00')",0.0
"('flow_Nimbus.2012-04-30 00:00:00', 'DELTA.2012-04-30 00:00:00')",511.510509612
"('INFLOW.2012-04-30 00:00:00', 'stor_New Melones.2012-04-30 00:00:00')",127.872515425
"('stor_New Melones.2012-04-30 00:00:00', 'flow_New Melones.2012-04-30 00:00:00')",0.0
"('stor_New Melones.2012-04-30 00:00:00', 'spill_New Melones.2012-04-30 00:00:00')",0.0
"('spill_New Melones.2012-04-30 00:00:00', 'flow_New Melones.2012-04-30 00:00:00')",0.0
"('flow_New Melones.2012-04-30 00:00:00', 'DELTA.2012-04-30 00:00:00')",0.0
"('INFLOW.2012-04-30 00:00:00', 'stor_Pine Flat.2012-04-30 00:00:00')",205.825867255
"('stor_Pine Flat.2012-04-30 00:00:00', 'flow_Pine Flat.2012-04-30 00:00:00')",0.0
"('stor_Pine Flat.2012-04-30 00:00:00', 'spill_Pine Flat.2012-04-30 00:00:00')",0.0
"('spill_Pine Flat.2012-04-30 00:00:00', 'flow_Pine Flat.2012-04-30 00:00:00')",0.0
"('flow_Pine Flat.2012-04-30 00:00:00', 'DELTA.2012-04-30 00:00:00')",0.0
"('SUPERSOURCE', 'INFLOW.2012-05-31 00:00:00')",1128.93052254
"('DELTA.2012-05-31 00:00:00', 'SUPERSINK')",299.652437617
"('INFLOW.2012-05-31 00:00:00', 'stor_Shasta.2012-05-31 00:00:00')",505.100658571
"('stor_Shasta.2012-05-31 00:00:00', 'flow_Shasta.2012-05-31 00:00:00')",0.0
"('stor_Shasta.2012-05-31 00:00:00', 'spill_Shasta.2012-05-31 00:00:00')",0.0
"('spill_Shasta.2012-05-31 00:00:00', 'flow_Shasta.2012-05-31 00:00:00')",0.0
"('flow_Shasta.2012-05-31 00:00:00', 'stor_Keswick.2012-05-31 00:00:00')",0.0
"('INFLOW.2012-05-31 00:00:00', 'stor_Keswick.2012-05-31 00:00:00')",0.0
"('stor_Keswick.2012-05-31 00:00:00', 'flow_Keswick.2012-05-31 00:00:00')",0.0
"('stor_Keswick.2012-05-31 00:00:00', 'spill_Keswick.2012-05-31 00:00:00')",0.0
"('spill_Keswick.2012-05-31 00:00:00', 'flow_Keswick.2012-05-31 00:00:00')",0.0
"('flow_Keswick.2012-05-31 00:00:00', 'DELTA.2012-05-31 00:00:00')",0.0
"('INFLOW.2012-05-31 00:00:00', 'stor_Folsom.2012-05-31 00:00:00')",301.158754814
"('stor_Folsom.2012-05-31 00:00:00', 'flow_Folsom.2012-05-31 00:00:00')",299.652437617
"('stor_Folsom.2012-05-31 00:00:00', 'spill_Folsom.2012-05-31 00:00:00')",0.0
"('spill_Folsom.2012-05-31 00:00:00', 'flow_Folsom.2012-05-31 00:00:00')",0.0
"('flow_Folsom.2012-05-31 00:00:00', 'stor_Nimbus.2012-05-31 00:00:00')",299.652437617
"('INFLOW.2012-05-31 00:00:00', 'stor_Nimbus.2012-05-31 00:00:00')",0.0
"('stor_Nimbus.2012-05-31 00:00:00', 'flow_Nimbus.2012-05-31 00:00:00')",299.652437617
"('stor_Nimbus.2012-05-31 00:00:00', 'spill_Nimbus.2012-05-31 00:00:00')",0.0
"('spill_Nimbus.2012-05-31 00:00:00', 'flow_Nimbus.2012-05-31 00:00:00')",0.0
"('flow_Nimbus.2012-05-31 00:00:00', 'DELTA.2012-05-31 00:00:00')",299.652437617
"('INFLOW.2012-05-31 00:00:00', 'stor_New Melones.2012-05-31 00:00:00')",87.7104251389
"('stor_New Melones.2012-05-31 00:00:00', 'flow_New Melones.2012-05-31 00:00:00')",0.0
"('stor_New Melones.2012-05-31 00:00:00', 'spill_New Melones.2012-05-31 00:00:00')",0.0
"('spill_New Melones.2012-05-31 00:00:00', 'flow_New Melones.2012-05-31 00:00:00')",0.0
"('flow_New Melones.2012-05-31 00:00:00', 'DELTA.2012-05-31 00:00:00')",0.0
"('INFLOW.2012-05-31 00:00:00', 'stor_Pine Flat.2012-05-31 00:00:00')",234.960684015
"('stor_Pine Flat.2012-05-31 00:00:00', 'flow_Pine Flat.2012-05-31 00:00:00')",0.0
"('stor_Pine Flat.2012-05-31 00:00:00', 'spill_Pine Flat.2012-05-31 00:00:00')",0.0
"('spill_Pine Flat.2012-05-31 00:00:00', 'flow_Pine Flat.2012-05-31 00:00:00')",0.0
"('flow_Pine Flat.2012-05-31 00:00:00', 'DELTA.2012-05-31 00:00:00')",0.0
"('SUPERSOURCE', 'INFLOW.2012-06-30 00:00:00')",628.092426713
"('DELTA.2012-06-30 00:00:00', 'SUPERSINK')",551.401354716
"('INFLOW.2012-06-30 00:00:00', 'stor_Shasta.2012-06-30 00:00:00')",325.993759381
"('stor_Shasta.2012-06-30 00:00:00', 'flow_Shasta.2012-06-30 00:00:00')",321.340359815
"('stor_Shasta.2012-06-30 00:00:00', 'spill_Shasta.2012-06-30 00:00:00')",0.0
"('spill_Shasta.2012-06-30 00:00:00', 'flow_Shasta.2012-06-30 00:00:00')",0.0
"('flow_Shasta.2012-06-30 00:00:00', 'stor_Keswick.2012-06-30 00:00:00')",321.340359815
"('INFLOW.2012-06-30 00:00:00', 'stor_Keswick.2012-06-30 00:00:00')",0.0
"('stor_Keswick.2012-06-30 00:00:00', 'flow_Keswick.2012-06-30 00:00:00')",321.340359815
"('stor_Keswick.2012-06-30 00:00:00', 'spill_Keswick.2012-06-30 00:00:00')",0.0
"('spill_Keswick.2012-06-30 00:00:00', 'flow_Keswick.2012-06-30 00:00:00')",0.0
"('flow_Keswick.2012-06-30 00:00:00', 'DELTA.2012-06-30 00:00:00')",321.340359815
"('INFLOW.2012-06-30 00:00:00', 'stor_Folsom.2012-06-30 00:00:00')",123.822209552
"('stor_Folsom.2012-06-30 00:00:00', 'flow_Folsom.2012-06-30 00:00:00')",122.315892355
"('stor_Folsom.2012-06-30 00:00:00', 'spill_Folsom.2012-06-30 00:00:00')",0.0
"('spill_Folsom.2012-06-30 00:00:00', 'flow_Folsom.2012-06-30 00:00:00')",0.0
"('flow_Folsom.2012-06-30 00:00:00', 'stor_Nimbus.2012-06-30 00:00:00')",122.315892355
"('INFLOW.2012-06-30 00:00:00', 'stor_Nimbus.2012-06-30 00:00:00')",0.0
"('stor_Nimbus.2012-06-30 00:00:00', 'flow_Nimbus.2012-06-30 00:00:00')",122.315892355
"('stor_Nimbus.2012-06-30 00:00:00', 'spill_Nimbus.2012-06-30 00:00:00')",0.0
"('spill_Nimbus.2012-06-30 00:00:00', 'flow_Nimbus.2012-06-30 00:00:00')",0.0
"('flow_Nimbus.2012-06-30 00:00:00', 'DELTA.2012-06-30 00:00:00')",122.315892355
"('INFLOW.2012-06-30 00:00:00', 'stor_New Melones.2012-06-30 00:00:00')",69.6459534746
"('stor_New Melones.2012-06-30 00:00:00', 'flow_New Melones.2012-06-30 00:00:00')",0.0
"('stor_New Melones.2012-06-30 00:00:00', 'spill_New Melones.2012-06-30 00:00:00')",0.0
"('spill_New Melones.2012-06-30 00:00:00', 'flow_New Melones.2012-06-30 00:00:00')",0.0
"('flow_New Melones.2012-06-30 00:00:00', 'DELTA.2012-06-30 00:00:00')",0.0
"('INFLOW.2012-06-30 00:00:00', 'stor_Pine Flat.2012-06-30 00:00:00')",108.630504305
"('stor_Pine Flat.2012-06-30 00:00:00', 'flow_Pine Flat.2012-06-30 00:00:00')",107.745102547
"('stor_Pine Flat.2012-06-30 00:00:00', 'spill_Pine Flat.2012-06-30 00:00:00')",0.0
"('spill_Pine Flat.2012-06-30 00:00:00', 'flow_Pine Flat.2012-06-30 00:00:00')",0.0
"('flow_Pine Flat.2012-06-30 00:00:00', 'DELTA.2012-06-30 00:00:00')",107.745102547
"('SUPERSOURCE', 'INFLOW.2012-07-31 00:00:00')",489.38407408
"('DELTA.2012-07-31 00:00:00', 'SUPERSINK')",420.906133289
"('INFLOW.2012-07-31 00:00:00', 'stor_Shasta.2012-07-31 00:00:00')",259.816757415
"('stor_Shasta.2012-07-31 00:00:00', 'flow_Shasta.2012-07-31 00:00:00')",255.163357849
"('stor_Shasta.2012-07-31 00:00:00', 'spill_Shasta.2012-07-31 00:00:00')",0.0
"('spill_Shasta.2012-07-31 00:00:00', 'flow_Shasta.2012-07-31 00:00:00')",0.0
"('flow_Shasta.2012-07-31 00:00:00', 'stor_Keswick.2012-07-31 00:00:00')",255.163357849
"('INFLOW.2012-07-31 00:00:00', 'stor_Keswick.2012-07-31 00:00:00')",0.0
"('stor_Keswick.2012-07-31 00:00:00', 'flow_Keswick.2012-07-31 00:00:00')",255.163357849
"('stor_Keswick.2012-07-31 00:00:00', 'spill_Keswick.2012-07-31 00:00:00')",0.0
"('spill_Keswick.2012-07-31 00:00:00', 'flow_Keswick.2012-07-31 00:00:00')",0.0
"('flow_Keswick.2012-07-31 00:00:00', 'DELTA.2012-07-31 00:00:00')",255.163357849
"('INFLOW.2012-07-31 00:00:00', 'stor_Folsom.2012-07-31 00:00:00')",102.268141757
"('stor_Folsom.2012-07-31 00:00:00', 'flow_Folsom.2012-07-31 00:00:00')",100.76182456
"('stor_Folsom.2012-07-31 00:00:00', 'spill_Folsom.2012-07-31 00:00:00')",0.0
"('spill_Folsom.2012-07-31 00:00:00', 'flow_Folsom.2012-07-31 00:00:00')",0.0
"('flow_Folsom.2012-07-31 00:00:00', 'stor_Nimbus.2012-07-31 00:00:00')",100.76182456
"('INFLOW.2012-07-31 00:00:00', 'stor_Nimbus.2012-07-31 00:00:00')",0.0
"('stor_Nimbus.2012-07-31 00:00:00', 'flow_Nimbus.2012-07-31 00:00:00')",100.76182456
"('stor_Nimbus.2012-07-31 00:00:00', 'spill_Nimbus.2012-07-31 00:00:00')",0.0
"('spill_Nimbus.2012-07-31 00:00:00', 'flow_Nimbus.2012-07-31 00:00:00')",0.0
"('flow_Nimbus.2012-07-31 00:00:00', 'DELTA.2012-07-31 00:00:00')",100.76182456
"('INFLOW.2012-07-31 00:00:00', 'stor_New Melones.2012-07-31 00:00:00')",61.4328222686
"('stor_New Melones.2012-07-31 00:00:00', 'flow_New Melones.2012-07-31 00:00:00')",0.0
"('stor_New Melones.2012-07-31 00:00:00', 'spill_New Melones.2012-07-31 00:00:00')",0.0
"('spill_New Melones.2012-07-31 00:00:00', 'flow_New Melones.2012-07-31 00:00:00')",0.0
"('flow_New Melones.2012-07-31 00:00:00', 'DELTA.2012-07-31 00:00:00')",0.0
"('INFLOW.2012-07-31 00:00:00', 'stor_Pine Flat.2012-07-31 00:00:00')",65.8663526394
"('stor_Pine Flat.2012-07-31 00:00:00', 'flow_Pine Flat.2012-07-31 00:00:00')",64.9809508811
"('stor_Pine Flat.2012-07-31 00:00:00', 'spill_Pine Flat.2012-07-31 00:00:00')",0.0
"('spill_Pine Flat.2012-07-31 00:00:00', 'flow_Pine Flat.2012-07-31 00:00:00')",0.0
"('flow_Pine Flat.2012-07-31 00:00:00', 'DELTA.2012-07-31 00:00:00')",64.9809508811
"('SUPERSOURCE', 'INFLOW.2012-08-31 00:00:00')",496.006993638
"('DELTA.2012-08-31 00:00:00', 'SUPERSINK')",486.93645107
"('INFLOW.2012-08-31 00:00:00', 'stor_Shasta.2012-08-31 00:00:00')",253.662731957
"('stor_Shasta.2012-08-31 00:00:00', 'flow_Shasta.2012-08-31 00:00:00')",249.009332391
"('stor_Shasta.2012-08-31 00:00:00', 'spill_Shasta.2012-08-31 00:00:00')",0.0
"('spill_Shasta.2012-08-31 00:00:00', 'flow_Shasta.2012-08-31 00:00:00')",0.0
"('flow_Shasta.2012-08-31 00:00:00', 'stor_Keswick.2012-08-31 00:00:00')",249.009332391
"('INFLOW.2012-08-31 00:00:00', 'stor_Keswick.2012-08-31 00:00:00')",0.0
"('stor_Keswick.2012-08-31 00:00:00', 'flow_Keswick.2012-08-31 00:00:00')",249.009332391
"('stor_Keswick.2012-08-31 00:00:00', 'spill_Keswick.2012-08-31 00:00:00')",0.0
"('spill_Keswick.2012-08-31 00:00:00', 'flow_Keswick.2012-08-31 00:00:00')",0.0
"('flow_Keswick.2012-08-31 00:00:00', 'DELTA.2012-08-31 00:00:00')",249.009332391
"('INFLOW.2012-08-31 00:00:00', 'stor_Folsom.2012-08-31 00:00:00')",114.193915236
"('stor_Folsom.2012-08-31 00:00:00', 'flow_Folsom.2012-08-31 00:00:00')",112.687598039
"('stor_Folsom.2012-08-31 00:00:00', 'spill_Folsom.2012-08-31 00:00:00')",0.0
"('spill_Folsom.2012-08-31 00:00:00', 'flow_Folsom.2012-08-31 00:00:00')",0.0
"('flow_Folsom.2012-08-31 00:00:00', 'stor_Nimbus.2012-08-31 00:00:00')",112.687598039
"('INFLOW.2012-08-31 00:00:00', 'stor_Nimbus.2012-08-31 00:00:00')",0.0
"('stor_Nimbus.2012-08-31 00:00:00', 'flow_Nimbus.2012-08-31 00:00:00')",112.687598039
"('stor_Nimbus.2012-08-31 00:00:00', 'spill_Nimbus.2012-08-31 00:00:00')",0.0
"('spill_Nimbus.2012-08-31 00:00:00', 'flow_Nimbus.2012-08-31 00:00:00')",0.0
"('flow_Nimbus.2012-08-31 00:00:00', 'DELTA.2012-08-31 00:00:00')",112.687598039
"('INFLOW.2012-08-31 00:00:00', 'stor_New Melones.2012-08-31 00:00:00')",63.0370063625
"('stor_New Melones.2012-08-31 00:00:00', 'flow_New Melones.2012-08-31 00:00:00')",61.0115823165
"('stor_New Melones.2012-08-31 00:00:00', 'spill_New Melones.2012-08-31 00:00:00')",0.0
"('spill_New Melones.2012-08-31 00:00:00', 'flow_New Melones.2012-08-31 00:00:00')",0.0
"('flow_New Melones.2012-08-31 00:00:00', 'DELTA.2012-08-31 00:00:00')",61.0115823165
"('INFLOW.2012-08-31 00:00:00', 'stor_Pine Flat.2012-08-31 00:00:00')",65.1133400826
"('stor_Pine Flat.2012-08-31 00:00:00', 'flow_Pine Flat.2012-08-31 00:00:00')",64.2279383243
"('stor_Pine Flat.2012-08-31 00:00:00', 'spill_Pine Flat.2012-08-31 00:00:00')",0.0
"('spill_Pine Flat.2012-08-31 00:00:00', 'flow_Pine Flat.2012-08-31 00:00:00')",0.0
"('flow_Pine Flat.2012-08-31 00:00:00', 'DELTA.2012-08-31 00:00:00')",64.2279383243
"('SUPERSOURCE', 'INFLOW.2012-09-30 00:00:00')",447.288299573
"('DELTA.2012-09-30 00:00:00', 'SUPERSINK')",438.217757005
"('INFLOW.2012-09-30 00:00:00', 'stor_Shasta.2012-09-30 00:00:00')",254.412870449
"('stor_Shasta.2012-09-30 00:00:00', 'flow_Shasta.2012-09-30 00:00:00')",249.759470883
"('stor_Shasta.2012-09-30 00:00:00', 'spill_Shasta.2012-09-30 00:00:00')",0.0
"('spill_Shasta.2012-09-30 00:00:00', 'flow_Shasta.2012-09-30 00:00:00')",0.0
"('flow_Shasta.2012-09-30 00:00:00', 'stor_Keswick.2012-09-30 00:00:00')",249.759470883
"('INFLOW.2012-09-30 00:00:00', 'stor_Keswick.2012-09-30 00:00:00')",0.0
"('stor_Keswick.2012-09-30 00:00:00', 'flow_Keswick.2012-09-30 00:00:00')",249.759470883
"('stor_Keswick.2012-09-30 00:00:00', 'spill_Keswick.2012-09-30 00:00:00')",0.0
"('spill_Keswick.2012-09-30 00:00:00', 'flow_Keswick.2012-09-30 00:00:00')",0.0
"('flow_Keswick.2012-09-30 00:00:00', 'DELTA.2012-09-30 00:00:00')",249.759470883
"('INFLOW.2012-09-30 00:00:00', 'stor_Folsom.2012-09-30 00:00:00')",102.245145921
"('stor_Folsom.2012-09-30 00:00:00', 'flow_Folsom.2012-09-30 00:00:00')",100.738828724
"('stor_Folsom.2012-09-30 00:00:00', 'spill_Folsom.2012-09-30 00:00:00')",0.0
"('spill_Folsom.2012-09-30 00:00:00', 'flow_Folsom.2012-09-30 00:00:00')",0.0
"('flow_Folsom.2012-09-30 00:00:00', 'stor_Nimbus.2012-09-30 00:00:00')",100.738828724
"('INFLOW.2012-09-30 00:00:00', 'stor_Nimbus.2012-09-30 00:00:00')",0.0
"('stor_Nimbus.2012-09-30 00:00:00', 'flow_Nimbus.2012-09-30 00:00:00')",100.738828724
"('stor_Nimbus.2012-09-30 00:00:00', 'spill_Nimbus.2012-09-30 00:00:00')",0.0
"('spill_Nimbus.2012-09-30 00:00:00', 'flow_Nimbus.2012-09-30 00:00:00')",0.0
"('flow_Nimbus.2012-09-30 00:00:00', 'DELTA.2012-09-30 00:00:00')",100.738828724
"('INFLOW.2012-09-30 00:00:00', 'stor_New Melones.2012-09-30 00:00:00')",59.1532534235
"('stor_New Melones.2012-09-30 00:00:00', 'flow_New Melones.2012-09-30 00:00:00')",57.1278293775
"('stor_New Melones.2012-09-30 00:00:00', 'spill_New Melones.2012-09-30 00:00:00')",0.0
"('spill_New Melones.2012-09-30 00:00:00', 'flow_New Melones.2012-09-30 00:00:00')",0.0
"('flow_New Melones.2012-09-30 00:00:00', 'DELTA.2012-09-30 00:00:00')",57.1278293775
"('INFLOW.2012-09-30 00:00:00', 'stor_Pine Flat.2012-09-30 00:00:00')",31.4770297793
"('stor_Pine Flat.2012-09-30 00:00:00', 'flow_Pine Flat.2012-09-30 00:00:00')",30.591628021
"('stor_Pine Flat.2012-09-30 00:00:00', 'spill_Pine Flat.2012-09-30 00:00:00')",0.0
"('spill_Pine Flat.2012-09-30 00:00:00', 'flow_Pine Flat.2012-09-30 00:00:00')",0.0
"('flow_Pine Flat.2012-09-30 00:00:00', 'DELTA.2012-09-30 00:00:00')",30.591628021
"('SUPERSOURCE', 'INFLOW.2012-10-31 00:00:00')",401.587574859
"('DELTA.2012-10-31 00:00:00', 'SUPERSINK')",392.517032291
"('INFLOW.2012-10-31 00:00:00', 'stor_Shasta.2012-10-31 00:00:00')",242.185530221
"('stor_Shasta.2012-10-31 00:00:00', 'flow_Shasta.2012-10-31 00:00:00')",237.532130655
"('stor_Shasta.2012-10-31 00:00:00', 'spill_Shasta.2012-10-31 00:00:00')",0.0
"('spill_Shasta.2012-10-31 00:00:00', 'flow_Shasta.2012-10-31 00:00:00')",0.0
"('flow_Shasta.2012-10-31 00:00:00', 'stor_Keswick.2012-10-31 00:00:00')",237.532130655
"('INFLOW.2012-10-31 00:00:00', 'stor_Keswick.2012-10-31 00:00:00')",0.0
"('stor_Keswick.2012-10-31 00:00:00', 'flow_Keswick.2012-10-31 00:00:00')",237.532130655
"('stor_Keswick.2012-10-31 00:00:00', 'spill_Keswick.2012-10-31 00:00:00')",0.0
"('spill_Keswick.2012-10-31 00:00:00', 'flow_Keswick.2012-10-31 00:00:00')",0.0
"('flow_Keswick.2012-10-31 00:00:00', 'DELTA.2012-10-31 00:00:00')",237.532130655
"('INFLOW.2012-10-31 00:00:00', 'stor_Folsom.2012-10-31 00:00:00')",84.4016289694
"('stor_Folsom.2012-10-31 00:00:00', 'flow_Folsom.2012-10-31 00:00:00')",82.895311772
"('stor_Folsom.2012-10-31 00:00:00', 'spill_Folsom.2012-10-31 00:00:00')",0.0
"('spill_Folsom.2012-10-31 00:00:00', 'flow_Folsom.2012-10-31 00:00:00')",0.0
"('flow_Folsom.2012-10-31 00:00:00', 'stor_Nimbus.2012-10-31 00:00:00')",82.895311772
"('INFLOW.2012-10-31 00:00:00', 'stor_Nimbus.2012-10-31 00:00:00')",0.0
"('stor_Nimbus.2012-10-31 00:00:00', 'flow_Nimbus.2012-10-31 00:00:00')",82.895311772
"('stor_Nimbus.2012-10-31 00:00:00', 'spill_Nimbus.2012-10-31 00:00:00')",0.0
"('spill_Nimbus.2012-10-31 00:00:00', 'flow_Nimbus.2012-10-31 00:00:00')",0.0
"('flow_Nimbus.2012-10-31 00:00:00', 'DELTA.2012-10-31 00:00:00')",82.895311772
"('INFLOW.2012-10-31 00:00:00', 'stor_New Melones.2012-10-31 00:00:00')",46.5898033683
"('stor_New Melones.2012-10-31 00:00:00', 'flow_New Melones.2012-10-31 00:00:00')",44.5643793223
"('stor_New Melones.2012-10-31 00:00:00', 'spill_New Melones.2012-10-31 00:00:00')",0.0
"('spill_New Melones.2012-10-31 00:00:00', 'flow_New Melones.2012-10-31 00:00:00')",0.0
"('flow_New Melones.2012-10-31 00:00:00', 'DELTA.2012-10-31 00:00:00')",44.5643793223
"('INFLOW.2012-10-31 00:00:00', 'stor_Pine Flat.2012-10-31 00:00:00')",28.4106123006
"('stor_Pine Flat.2012-10-31 00:00:00', 'flow_Pine Flat.2012-10-31 00:00:00')",27.5252105423
"('stor_Pine Flat.2012-10-31 00:00:00', 'spill_Pine Flat.2012-10-31 00:00:00')",0.0
"('spill_Pine Flat.2012-10-31 00:00:00', 'flow_Pine Flat.2012-10-31 00:00:00')",0.0
"('flow_Pine Flat.2012-10-31 00:00:00', 'DELTA.2012-10-31 00:00:00')",27.5252105423
"('SUPERSOURCE', 'INFLOW.2012-11-30 00:00:00')",719.468864489
"('DELTA.2012-11-30 00:00:00', 'SUPERSINK')",828.762623237
"('INFLOW.2012-11-30 00:00:00', 'stor_Shasta.2012-11-30 00:00:00')",494.047303032
"('stor_Shasta.2012-11-30 00:00:00', 'flow_Shasta.2012-11-30 00:00:00')",489.393903466
"('stor_Shasta.2012-11-30 00:00:00', 'spill_Shasta.2012-11-30 00:00:00')",0.0
"('spill_Shasta.2012-11-30 00:00:00', 'flow_Shasta.2012-11-30 00:00:00')",0.0
"('flow_Shasta.2012-11-30 00:00:00', 'stor_Keswick.2012-11-30 00:00:00')",489.393903466
"('INFLOW.2012-11-30 00:00:00', 'stor_Keswick.2012-11-30 00:00:00')",0.0
"('stor_Keswick.2012-11-30 00:00:00', 'flow_Keswick.2012-11-30 00:00:00')",489.393903466
"('stor_Keswick.2012-11-30 00:00:00', 'spill_Keswick.2012-11-30 00:00:00')",0.0
"('spill_Keswick.2012-11-30 00:00:00', 'flow_Keswick.2012-11-30 00:00:00')",0.0
"('flow_Keswick.2012-11-30 00:00:00', 'DELTA.2012-11-30 00:00:00')",489.393903466
"('INFLOW.2012-11-30 00:00:00', 'stor_Folsom.2012-11-30 00:00:00')",142.955246118
"('stor_Folsom.2012-11-30 00:00:00', 'flow_Folsom.2012-11-30 00:00:00')",141.448928921
"('stor_Folsom.2012-11-30 00:00:00', 'spill_Folsom.2012-11-30 00:00:00')",0.0
"('spill_Folsom.2012-11-30 00:00:00', 'flow_Folsom.2012-11-30 00:00:00')",0.0
"('flow_Folsom.2012-11-30 00:00:00', 'stor_Nimbus.2012-11-30 00:00:00')",141.448928921
"('INFLOW.2012-11-30 00:00:00', 'stor_Nimbus.2012-11-30 00:00:00')",0.0
"('stor_Nimbus.2012-11-30 00:00:00', 'flow_Nimbus.2012-11-30 00:00:00')",141.448928921
"('stor_Nimbus.2012-11-30 00:00:00', 'spill_Nimbus.2012-11-30 00:00:00')",0.0
"('spill_Nimbus.2012-11-30 00:00:00', 'flow_Nimbus.2012-11-30 00:00:00')",0.0
"('flow_Nimbus.2012-11-30 00:00:00', 'DELTA.2012-11-30 00:00:00')",141.448928921
"('INFLOW.2012-11-30 00:00:00', 'stor_New Melones.2012-11-30 00:00:00')",58.4832485052
"('stor_New Melones.2012-11-30 00:00:00', 'flow_New Melones.2012-11-30 00:00:00')",174.822125775
"('stor_New Melones.2012-11-30 00:00:00', 'spill_New Melones.2012-11-30 00:00:00')",0.0
"('spill_New Melones.2012-11-30 00:00:00', 'flow_New Melones.2012-11-30 00:00:00')",0.0
"('flow_New Melones.2012-11-30 00:00:00', 'DELTA.2012-11-30 00:00:00')",174.822125775
"('INFLOW.2012-11-30 00:00:00', 'stor_Pine Flat.2012-11-30 00:00:00')",23.9830668341
"('stor_Pine Flat.2012-11-30 00:00:00', 'flow_Pine Flat.2012-11-30 00:00:00')",23.0976650758
"('stor_Pine Flat.2012-11-30 00:00:00', 'spill_Pine Flat.2012-11-30 00:00:00')",0.0
"('spill_Pine Flat.2012-11-30 00:00:00', 'flow_Pine Flat.2012-11-30 00:00:00')",0.0
"('flow_Pine Flat.2012-11-30 00:00:00', 'DELTA.2012-11-30 00:00:00')",23.0976650758
"('SUPERSOURCE', 'INFLOW.2012-12-31 00:00:00')",1876.97154894
"('DELTA.2012-12-31 00:00:00', 'SUPERSINK')",1749.6169641
"('INFLOW.2012-12-31 00:00:00', 'stor_Shasta.2012-12-31 00:00:00')",1112.88458752
"('stor_Shasta.2012-12-31 00:00:00', 'flow_Shasta.2012-12-31 00:00:00')",1108.23118795
"('stor_Shasta.2012-12-31 00:00:00', 'spill_Shasta.2012-12-31 00:00:00')",0.0
"('spill_Shasta.2012-12-31 00:00:00', 'flow_Shasta.2012-12-31 00:00:00')",0.0
"('flow_Shasta.2012-12-31 00:00:00', 'stor_Keswick.2012-12-31 00:00:00')",1108.23118795
"('INFLOW.2012-12-31 00:00:00', 'stor_Keswick.2012-12-31 00:00:00')",0.0
"('stor_Keswick.2012-12-31 00:00:00', 'flow_Keswick.2012-12-31 00:00:00')",1108.23118795
"('stor_Keswick.2012-12-31 00:00:00', 'spill_Keswick.2012-12-31 00:00:00')",0.0
"('spill_Keswick.2012-12-31 00:00:00', 'flow_Keswick.2012-12-31 00:00:00')",0.0
"('flow_Keswick.2012-12-31 00:00:00', 'DELTA.2012-12-31 00:00:00')",1108.23118795
"('INFLOW.2012-12-31 00:00:00', 'stor_Folsom.2012-12-31 00:00:00')",584.638140138
"('stor_Folsom.2012-12-31 00:00:00', 'flow_Folsom.2012-12-31 00:00:00')",583.131822941
"('stor_Folsom.2012-12-31 00:00:00', 'spill_Folsom.2012-12-31 00:00:00')",0.0
"('spill_Folsom.2012-12-31 00:00:00', 'flow_Folsom.2012-12-31 00:00:00')",0.0
"('flow_Folsom.2012-12-31 00:00:00', 'stor_Nimbus.2012-12-31 00:00:00')",583.131822941
"('INFLOW.2012-12-31 00:00:00', 'stor_Nimbus.2012-12-31 00:00:00')",0.0
"('stor_Nimbus.2012-12-31 00:00:00', 'flow_Nimbus.2012-12-31 00:00:00')",583.131822941
"('stor_Nimbus.2012-12-31 00:00:00', 'spill_Nimbus.2012-12-31 00:00:00')",0.0
"('spill_Nimbus.2012-12-31 00:00:00', 'flow_Nimbus.2012-12-31 00:00:00')",0.0
"('flow_Nimbus.2012-12-31 00:00:00', 'DELTA.2012-12-31 00:00:00')",583.131822941
"('INFLOW.2012-12-31 00:00:00', 'stor_New Melones.2012-12-31 00:00:00')",120.309466317
"('stor_New Melones.2012-12-31 00:00:00', 'flow_New Melones.2012-12-31 00:00:00')",0.0
"('stor_New Melones.2012-12-31 00:00:00', 'spill_New Melones.2012-12-31 00:00:00')",0.0
"('spill_New Melones.2012-12-31 00:00:00', 'flow_New Melones.2012-12-31 00:00:00')",0.0
"('flow_New Melones.2012-12-31 00:00:00', 'DELTA.2012-12-31 00:00:00')",0.0
"('INFLOW.2012-12-31 00:00:00', 'stor_Pine Flat.2012-12-31 00:00:00')",59.1393549662
"('stor_Pine Flat.2012-12-31 00:00:00', 'flow_Pine Flat.2012-12-31 00:00:00')",58.2539532079
"('stor_Pine Flat.2012-12-31 00:00:00', 'spill_Pine Flat.2012-12-31 00:00:00')",0.0
"('spill_Pine Flat.2012-12-31 00:00:00', 'flow_Pine Flat.2012-12-31 00:00:00')",0.0
"('flow_Pine Flat.2012-12-31 00:00:00', 'DELTA.2012-12-31 00:00:00')",58.2539532079
"('SUPERSOURCE', 'INFLOW.2013-01-31 00:00:00')",798.785766229
"('DELTA.2013-01-31 00:00:00', 'SUPERSINK')",789.715223661
"('INFLOW.2013-01-31 00:00:00', 'stor_Shasta.2013-01-31 00:00:00')",463.291345509
