STATION_ID,DUR_CODE,SENSOR_NUM,SENSOR_TYPE,ACTUAL_DATE,VALUE,DATA_FLAG,UNITS
BUL,H,76,INFLOW,20100104,1100,153, ,CFS
BUL,H,76,INFLOW,20100104,1200,397, ,CFS
BUL,H,76,INFLOW,20100104,1300,231, ,CFS
BUL,H,76,INFLOW,20100104,1400,196, ,CFS
BUL,H,76,INFLOW,20100104,1500,238, ,CFS
BUL,H,76,INFLOW,20100104,1600,194, ,CFS
BUL,H,76,INFLOW,20100104,1700,351, ,CFS
BUL,H,76,INFLOW,20100104,1800,914, ,CFS
BUL,H,76,INFLOW,20100104,1900,1020, ,CFS
BUL,H,76,INFLOW,20100104,2000,562, ,CFS
BUL,H,76,INFLOW,20100104,2100,-28, ,CFS
BUL,H,76,INFLOW,20100104,2200,77, ,CFS
BUL,H,76,INFLOW,20100104,2300,251, ,CFS
BUL,H,76,INFLOW,20100105,0000,215, ,CFS
BUL,H,76,INFLOW,20100105,0100,544, ,CFS
BUL,H,76,INFLOW,20100105,0200,81, ,CFS
BUL,H,76,INFLOW,20100105,0300,276, ,CFS
BUL,H,76,INFLOW,20100105,0400,311, ,CFS
BUL,H,76,INFLOW,20100105,0500,299, ,CFS
BUL,H,76,INFLOW,20100105,0600,343, ,CFS
BUL,H,76,INFLOW,20100105,0700,319, ,CFS
BUL,H,76,INFLOW,20100105,0800,450, ,CFS
BUL,H,76,INFLOW,20100105,0900,311, ,CFS
BUL,H,76,INFLOW,20100105,1000,423, ,CFS
BUL,H,76,INFLOW,20100105,1100,-5, ,CFS
BUL,H,76,INFLOW,20100105,1200,373, ,CFS
BUL,H,76,INFLOW,20100105,1300,395, ,CFS
BUL,H,76,INFLOW,20100105,1400,63, ,CFS
BUL,H,76,INFLOW,20100105,1500,396, ,CFS
BUL,H,76,INFLOW,20100105,1600,0, ,CFS
BUL,H,76,INFLOW,20100105,1700,542, ,CFS
BUL,H,76,INFLOW,20100105,1800,465, ,CFS
BUL,H,76,INFLOW,20100105,1900,119, ,CFS
BUL,H,76,INFLOW,20100105,2000,-118, ,CFS
BUL,H,76,INFLOW,20100105,2100,439, ,CFS
BUL,H,76,INFLOW,20100105,2200,-466, ,CFS
BUL,H,76,INFLOW,20100105,2300,339, ,CFS
BUL,H,76,INFLOW,20100106,0000,334, ,CFS
BUL,H,76,INFLOW,20100106,0100,444, ,CFS
BUL,H,76,INFLOW,20100106,0200,453, ,CFS
BUL,H,76,INFLOW,20100106,0300,27, ,CFS
BUL,H,76,INFLOW,20100106,0400,718, ,CFS
BUL,H,76,INFLOW,20100106,0500,40, ,CFS
BUL,H,76,INFLOW,20100106,0600,203, ,CFS
BUL,H,76,INFLOW,20100106,0700,524, ,CFS
BUL,H,76,INFLOW,20100106,0800,-325, ,CFS
BUL,H,76,INFLOW,20100106,0900,149, ,CFS
BUL,H,76,INFLOW,20100106,1000,381, ,CFS
BUL,H,76,INFLOW,20100106,1100,122, ,CFS
BUL,H,76,INFLOW,20100106,1200,132, ,CFS
BUL,H,76,INFLOW,20100106,1300,144, ,CFS
BUL,H,76,INFLOW,20100106,1400,289, ,CFS
BUL,H,76,INFLOW,20100106,1500,433, ,CFS
BUL,H,76,INFLOW,20100106,1600,339, ,CFS
BUL,H,76,INFLOW,20100106,1700,518, ,CFS
BUL,H,76,INFLOW,20100106,1800,256, ,CFS
BUL,H,76,INFLOW,20100106,1900,237, ,CFS
BUL,H,76,INFLOW,20100106,2000,379, ,CFS
BUL,H,76,INFLOW,20100106,2100,341, ,CFS
BUL,H,76,INFLOW,20100106,2200,-336, ,CFS
BUL,H,76,INFLOW,20100106,2300,308, ,CFS
BUL,H,76,INFLOW,20100107,0000,243, ,CFS
BUL,H,76,INFLOW,20100107,0100,506, ,CFS
BUL,H,76,INFLOW,20100107,0200,313, ,CFS
BUL,H,76,INFLOW,20100107,0300,276, ,CFS
BUL,H,76,INFLOW,20100107,0400,264, ,CFS
BUL,H,76,INFLOW,20100107,0500,-145, ,CFS
BUL,H,76,INFLOW,20100107,0600,188, ,CFS
BUL,H,76,INFLOW,20100107,0700,595, ,CFS
BUL,H,76,INFLOW,20100107,0800,361, ,CFS
BUL,H,76,INFLOW,20100107,0900,231, ,CFS
BUL,H,76,INFLOW,20100107,1000,208, ,CFS
BUL,H,76,INFLOW,20100107,1100,-193, ,CFS
BUL,H,76,INFLOW,20100107,1200,163, ,CFS
BUL,H,76,INFLOW,20100107,1300,424, ,CFS
BUL,H,76,INFLOW,20100107,1400,340, ,CFS
BUL,H,76,INFLOW,20100107,1500,305, ,CFS
BUL,H,76,INFLOW,20100107,1600,322, ,CFS
BUL,H,76,INFLOW,20100107,1700,344, ,CFS
BUL,H,76,INFLOW,20100107,1800,367, ,CFS
BUL,H,76,INFLOW,20100107,1900,342, ,CFS
BUL,H,76,INFLOW,20100107,2000,441, ,CFS
BUL,H,76,INFLOW,20100107,2100,326, ,CFS
BUL,H,76,INFLOW,20100107,2200,56, ,CFS
BUL,H,76,INFLOW,20100107,2300,-12, ,CFS
BUL,H,76,INFLOW,20100108,0000,247, ,CFS
BUL,H,76,INFLOW,20100108,0100,372, ,CFS
BUL,H,76,INFLOW,20100108,0200,313, ,CFS
BUL,H,76,INFLOW,20100108,0300,347, ,CFS
BUL,H,76,INFLOW,20100108,0400,3, ,CFS
BUL,H,76,INFLOW,20100108,0500,309, ,CFS
BUL,H,76,INFLOW,20100108,0600,389, ,CFS
BUL,H,76,INFLOW,20100108,0700,307, ,CFS
BUL,H,76,INFLOW,20100108,0800,421, ,CFS
BUL,H,76,INFLOW,20100108,0900,-37, ,CFS
BUL,H,76,INFLOW,20100108,1000,382, ,CFS
BUL,H,76,INFLOW,20100108,1100,376, ,CFS
BUL,H,76,INFLOW,20100108,1200,386, ,CFS
BUL,H,76,INFLOW,20100108,1300,372, ,CFS
BUL,H,76,INFLOW,20100108,1400,181, ,CFS
BUL,H,76,INFLOW,20100108,1500,218, ,CFS
BUL,H,76,INFLOW,20100108,1600,210, ,CFS
BUL,H,76,INFLOW,20100108,1700,322, ,CFS
BUL,H,76,INFLOW,20100108,1800,793, ,CFS
BUL,H,76,INFLOW,20100108,1900,864, ,CFS
