STATION_ID,DUR_CODE,SENSOR_NUM,SENSOR_TYPE,ACTUAL_DATE,VALUE,DATA_FLAG,UNITS
NML,H,76,INFLOW,20100115,1800,807, ,CFS
NML,H,76,INFLOW,20100115,1900,-59, ,CFS
NML,H,76,INFLOW,20100115,2000,891, ,CFS
NML,H,76,INFLOW,20100115,2100,1112, ,CFS
NML,H,76,INFLOW,20100115,2200,1153, ,CFS
NML,H,76,INFLOW,20100115,2300,994, ,CFS
NML,H,76,INFLOW,20100116,0000,996, ,CFS
NML,H,76,INFLOW,20100116,0100,-945, ,CFS
NML,H,76,INFLOW,20100116,0200,1966, ,CFS
NML,H,76,INFLOW,20100116,0300,996, ,CFS
NML,H,76,INFLOW,20100116,0400,996, ,CFS
NML,H,76,INFLOW,20100116,0500,-945, ,CFS
NML,H,76,INFLOW,20100116,0600,26, ,CFS
NML,H,76,INFLOW,20100116,0700,27, ,CFS
NML,H,76,INFLOW,20100116,0800,995, ,CFS
NML,H,76,INFLOW,20100116,0900,995, ,CFS
NML,H,76,INFLOW,20100116,1000,994, ,CFS
NML,H,76,INFLOW,20100116,1100,987, ,CFS
NML,H,76,INFLOW,20100116,1200,984, ,CFS
NML,H,76,INFLOW,20100116,1300,13, ,CFS
NML,H,76,INFLOW,20100116,1400,16, ,CFS
NML,H,76,INFLOW,20100116,1500,985, ,CFS
NML,H,76,INFLOW,20100116,1600,986, ,CFS
NML,H,76,INFLOW,20100116,1700,986, ,CFS
NML,H,76,INFLOW,20100116,1800,986, ,CFS
NML,H,76,INFLOW,20100116,1900,985, ,CFS
NML,H,76,INFLOW,20100116,2000,986, ,CFS
NML,H,76,INFLOW,20100116,2100,17, ,CFS
NML,H,76,INFLOW,20100116,2200,985, ,CFS
NML,H,76,INFLOW,20100116,2300,18, ,CFS
NML,H,76,INFLOW,20100117,0000,986, ,CFS
NML,H,76,INFLOW,20100117,0100,985, ,CFS
NML,H,76,INFLOW,20100117,0200,18, ,CFS
NML,H,76,INFLOW,20100117,0300,1956, ,CFS
NML,H,76,INFLOW,20100117,0400,15, ,CFS
NML,H,76,INFLOW,20100117,0500,17, ,CFS
NML,H,76,INFLOW,20100117,0600,1959, ,CFS
NML,H,76,INFLOW,20100117,0700,14, ,CFS
NML,H,76,INFLOW,20100117,0800,988, ,CFS
