date,stor_Folsom,stor_Keswick,stor_New Melones,stor_Nimbus,stor_Pine Flat,stor_Shasta
2010-10-31 00:00:00,-1.5106863849e-08,-3.09577998316e-07,-6.10425533058e-09,-8.37422681652e-07,-1.6331851331e-08,-3.64984378706e-09
2010-11-30 00:00:00,-1.55663056481e-08,-3.09577998316e-07,-5.80824273577e-09,-8.37422681652e-07,-1.1679845989e-08,-3.10365548946e-08
2010-12-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-5.09078270361e-09,-8.37422681652e-07,-8.28422698348e-09,-1.75597508143e-08
2011-01-31 00:00:00,-7.73345539372e-08,-3.09577998316e-07,-4.67517267818e-09,-8.37422681652e-07,-8.28422698348e-09,-295685.500175
2011-02-28 00:00:00,-3.13577338358e-08,-3.09577998316e-07,-4.34483840336e-09,-8.37422681652e-07,-8.28422698348e-09,-1.38361975932e-08
2011-03-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.73116010033e-09,-8.37422681652e-07,-1.02672027643e-08,-3.6660338562e-09
2011-04-30 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.33538497953e-09,-8.37422681652e-07,-1.27442308617e-08,-2.45645839761e-09
2011-05-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-1.28680488633e-08,-1.95809777632e-09
2011-06-30 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2011-07-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2011-08-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2011-09-30 00:00:00,-3.44014340553e-08,-3.09577998316e-07,-3.1419564621e-09,-8.37422681652e-07,-8.28422698348e-09,-7.79157499147e-09
2011-10-31 00:00:00,-2.50354937261e-08,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-6.15440489634e-09
2011-11-30 00:00:00,-2.09000309478e-08,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-7.09462065861e-09
2011-12-31 00:00:00,-1.88097857198e-08,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-5.65842823567e-09
2012-01-31 00:00:00,-7.24153434321e-08,-3.09577998316e-07,-3.32533648871e-09,-8.37422681652e-07,-8.28422698348e-09,-4.59746217653e-09
2012-03-31 00:00:00,-1.6817369632e-08,-3.09577998316e-07,-3.20230138218e-09,-8.37422681652e-07,-8.28422698348e-09,-3.01179379185e-09
2012-04-30 00:00:00,-8.57350410178e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-2.25496932981e-09
2012-05-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.98644611116e-09
2012-06-30 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.84425506643e-09
2012-07-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2012-08-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2012-09-30 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2012-10-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2012-11-30 00:00:00,-1.77869980298e-08,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-2.27363468324e-09
2012-12-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2013-01-31 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2013-02-28 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-1.74455951706e-09
2013-03-31 00:00:00,-1.01184253769e-08,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-2.27549896086e-09
2013-04-30 00:00:00,-8.23690983381e-09,-3.09577998316e-07,-3.05871473743e-09,-8.37422681652e-07,-8.28422698348e-09,-2.00118920006e-09
