date,INFLOW-stor_Folsom,INFLOW-stor_Keswick,INFLOW-stor_New Melones,INFLOW-stor_Nimbus,INFLOW-stor_Pine Flat,INFLOW-stor_Shasta,flow_Folsom-stor_Nimbus,flow_Keswick-DELTA,flow_New Melones-DELTA,flow_Nimbus-DELTA,flow_Pine Flat-DELTA,flow_Shasta-stor_Keswick,spill_Folsom-flow_Folsom,spill_Keswick-flow_Keswick,spill_New Melones-flow_New Melones,spill_Nimbus-flow_Nimbus,spill_Pine Flat-flow_Pine Flat,spill_Shasta-flow_Shasta,stor_Folsom-flow_Folsom,stor_Folsom-spill_Folsom,stor_Keswick-flow_Keswick,stor_Keswick-spill_Keswick,stor_New Melones-flow_New Melones,stor_New Melones-spill_New Melones,stor_Nimbus-flow_Nimbus,stor_Nimbus-spill_Nimbus,stor_Pine Flat-flow_Pine Flat,stor_Pine Flat-spill_Pine Flat,stor_Shasta-flow_Shasta,stor_Shasta-spill_Shasta
2010-10-31 00:00:00,-3.98094676382,-454.600663571,-6.08916955659,-454.598314428,-5.3265464677,-1.50494976106,-1.67493627701e-06,-303.521482758,-1145888.1232,-170549.773004,-850205.723445,-6.19246905092e-07,-56710840.0534,-56771206.171,-56731788.532,-56766549.7561,-56750652.9493,-56657455.5187,-1.67493627392e-06,-56763710.3571,-227.549754968,-56703571.7892,-908.395314394,-56743670.2738,-904.739770193,-56708905.3942,-908.146320931,-56724805.6074,-6.1924690467e-07,-56817094.8918
2010-11-30 00:00:00,-2.9663789516,-454.604902031,-6.08120553942,-454.604902031,-2.07143376044,-1.31228906546,-5.34105506218e-08,-3.56922161204e-09,-1037350.91366,-5.34105506187e-08,-447133.733121,-3.56922161206e-09,-56760639.4938,-56812603.6825,-56759207.6594,-56812630.977,-56770893.8998,-56759993.8045,-5.34105506187e-08,-56829946.8457,-3.56922161203e-09,-56777982.657,-908.321988274,-56832287.0021,-5.34105506155e-08,-56777955.3625,-907.284397106,-56820599.7241,-3.56922161204e-09,-56830592.535
2010-12-31 00:00:00,-0.560871894887,-454.607859338,-2.1177854168,-454.607859338,-1.25530621057,-0.455279122013,-3.0424722738e-08,-1.16480667434e-08,-839634.249836,-3.0424722737e-08,-1.88987461157e-07,-1.16480667436e-08,-56674196.5822,-56725117.1056,-56676852.2619,-56725242.994,-56711357.3306,-56672829.4325,-3.0424722737e-08,-56747650.2055,-1.16480667433e-08,-56696729.6821,-908.13573055,-56745902.6616,-3.0424722736e-08,-56696603.7937,-1.88987461118e-07,-56710489.4571,-1.16480667434e-08,-56749017.3552
2011-01-31 00:00:00,-1.122881678,-454.610871841,-2.94489910229,-454.610871841,-2.33265895693,-0.824918274529,-6.50275959175e-09,-8.44101718191e-09,-663454.403104,-6.5027595917e-09,-4.67751831385e-08,-8.44101718199e-09,-56593631.7421,-56644866.9569,-53753333.4963,-56644674.0465,-56631374.1799,-56594155.5089,-6.5027595917e-09,-56672190.8112,-8.44101718183e-09,-56620955.5964,-907.874867084,-59513396.9319,-6.50275959165e-09,-56621148.5068,-4.67751831361e-08,-56634448.3734,-8.44101718191e-09,-56671667.0444
2011-02-28 00:00:00,-1.22599386413,-454.621919585,-3.16746182989,-454.620478904,-3.00214646667,-0.695194948998,-4.56842726359e-08,-904.092156824,-759020.58095,-4.56842726336e-08,-6.0305140395e-08,-153997.966028,-56390568.9673,-56462256.3965,-56392716.2937,-56436880.9367,-56424430.4994,-56398463.545,-4.56842726336e-08,-56462206.8319,-453.294629948,-56390972.6973,-908.032188764,-56460967.5377,-4.56842726313e-08,-56415894.8625,-6.0305140391e-08,-56428345.2999,-903.790063262,-56455216.0442
2011-03-31 00:00:00,-0.440173172981,-454.63056329,-1.37430166387,-454.629236235,-1.59200196942,-0.256868181133,-3.96793988641e-08,-907.6003715,-741139.022127,-3.96793988624e-08,-1.83645929054e-08,-442697.547504,-56246369.3885,-56355545.683,-56246314.2727,-56289580.6136,-56277552.1468,-56240668.7897,-3.96793988624e-08,-56313154.0576,-454.174594169,-56204431.9377,-908.006211305,-56314117.1797,-3.96793988607e-08,-56269942.8326,-1.83645929051e-08,-56281971.2994,-907.262036072,-56319761.9185
2011-04-30 00:00:00,-0.553966993867,-454.629138441,-1.64324872984,-454.627707046,-1.08255398541,-0.394402801222,-1.10088062086e-08,-905.108597902,-371258.552994,-1.10088062085e-08,-1.53528511536e-08,-189632.121776,-56266369.2711,-56342133.6518,-56278268.8279,-56312648.2502,-55952236.3713,-56279954.7456,-1.10088062085e-08,-56339820.7714,-453.549921315,-56264509.9407,-906.916672915,-56328828.1313,-1.10088062083e-08,-56293541.7924,-1.53528511533e-08,-55955362.1293,-904.788101696,-56327140.0851
2011-05-31 00:00:00,-0.682783663087,-454.628854361,-1.25228385003,-454.627391395,-0.780351439622,-0.521137366799,-1.35957305672e-08,-890.953713874,-7.09996290968e-08,-1.3595730567e-08,-1.53528511536e-08,-45263.312378,-56273782.0341,-56323280.8501,-56305836.3771,-56317535.745,-55644067.798,-56608786.977,-1.3595730567e-08,-56342259.6238,-450.047849,-56293210.8557,-7.09996290913e-08,-56310205.2808,-1.35957305668e-08,-56298505.9129,-1.53528511533e-08,-55645929.3559,-890.825712758,-56008145.5066
2011-06-30 00:00:00,-0.583844624986,-454.628677703,-0.920895820048,-454.628677703,-0.466928717699,-0.642288720635,-1.16086182728e-08,-4.8556536893e-08,-1.84028886681e-08,-1.16086182726e-08,-1.53528511536e-08,-4.85565368956e-08,-56252320.3728,-56297091.198,-56285469.0793,-56297287.144,-55335169.8579,-56831430.7973,-1.16086182726e-08,-56324047.3367,-4.85565368904e-08,-56279276.5115,-1.84028886677e-08,-56290898.6303,-1.16086182725e-08,-56279080.5656,-1.53528511533e-08,-55335973.3344,-4.8556536893e-08,-55744936.9123
2011-07-31 00:00:00,-1.13013150414,-454.608270096,-1.81826552201,-454.608270096,-0.793420169361,-1.2048337286,-2.25966850419e-08,-2.43066921918e-08,-3.65714218848e-08,-2.25966850414e-08,-1.58020527057e-08,-2.43066921924e-08,-56656777.0848,-56708931.6631,-56695520.8179,-56709192.4036,-56696620.2173,-56592083.9997,-2.25966850414e-08,-56742904.0296,-2.43066921911e-08,-56690749.4513,-3.65714218833e-08,-56704160.2966,-2.25966850408e-08,-56690488.7109,-1.58020527054e-08,-56703060.8972,-2.43066921918e-08,-56807597.1148
