date,DELTA,INFLOW,flow_Folsom,flow_Keswick,flow_New Melones,flow_Nimbus,flow_Pine Flat,flow_Shasta,spill_Folsom,spill_Keswick,spill_New Melones,spill_Nimbus,spill_Pine Flat,spill_Shasta,stor_Folsom,stor_Keswick,stor_New Melones,stor_Nimbus,stor_Pine Flat,stor_Shasta
2013-04-30 00:00:00,-3.828876218e-08,9.56048402722e-09,-4225672.81018,-907.272280918,-1.45522363591e-07,-905.644806769,-9.78413259001e-08,-4401465.66284,-61225748.1856,-57099813.3147,-57030011.2947,-57079272.5529,-57030374.6927,-59468429.0542,-8228763.85346,-4003546.98809,-4002185.62346,-4003544.95256,-4002185.62346,-8404558.3393
2013-05-31 00:00:00,-2.29420330997e-08,1.25062455743e-08,-4085545.50276,-901.761790623,-1.49604058798e-07,-8.08644314164e-08,-7.72054845109e-08,-4195352.39269,-61108933.949,-57104373.4974,-57072720.2411,-57088664.4567,-57072235.6274,-61153844.3755,-8171091.00553,-4086899.97229,-4085545.50276,-4085545.50276,-4085545.50276,-8281799.46307
2013-06-30 00:00:00,-3.46989008863e-08,1.63270946746e-08,-3992428.42762,-904.386951822,-1.7036302095e-07,-1.17204724655e-07,-1.41904696722e-07,-4159552.10847,-60970243.7922,-57069656.1365,-57025407.8117,-57041519.0598,-57025624.3362,-61810939.6085,-7984856.85525,-3993786.18316,-3992428.42762,-3992428.42762,-3992428.42762,-8152884.70275
2013-07-31 00:00:00,-1.98839885086e-08,1.94971753876e-08,-4287309.99191,-5.63211839809e-08,-1.7085625467e-07,-1.17426516034e-07,-1.87344291001e-07,-4287309.99191,-61407131.046,-57189500.5753,-57172294.0512,-57189544.3554,-57172281.8281,-61408763.0769,-8574619.98383,-4287309.99191,-4287309.99191,-4287309.99191,-4287309.99191,-8574619.98383
2013-08-31 00:00:00,-9.17827768224e-09,2.06203072092e-08,-4421040.40065,-2.14629602992e-08,-1.61409778665e-07,-6.54655074164e-08,-3.20147475282e-07,-4421040.40065,-61603662.0817,-57256884.3601,-57239213.1624,-57256863.192,-57238999.6611,-61848043.277,-8842080.8013,-4421040.40065,-4421040.40065,-4421040.40065,-4421040.40065,-8842080.8013
2013-09-30 00:00:00,-1.20365696698e-07,2.26744999617e-08,-4323875.55136,-907.171808487,-2.94193225533e-07,-904.045050721,-5.11726616946e-07,-4549622.45175,-61408299.2093,-57181106.7048,-57111988.6655,-57152745.9424,-57112345.6762,-61400482.9703,-8492153.19857,-4168735.05707,-4167373.81809,-4168731.14577,-4167373.81809,-8717903.23026
2013-10-31 00:00:00,-9.15924306403e-08,2.59754818171e-08,-4258259.78071,-897.831722532,-3.24632543022e-07,-3.30791115958e-07,-5.00389587671e-07,-4329099.72932,-61362931.9317,-57185047.8351,-57157707.4115,-57175233.5005,-57157823.546,-59363512.7401,-8516519.56142,-4259609.28681,-4258259.78071,-4258259.78071,-4258259.78071,-8588257.08356
2013-11-30 00:00:00,-2.52229567975e-08,2.46037672826e-08,-4425445.67561,-6.04065935772e-08,-2.26245399819e-07,-2.69549758982e-07,-4.88900632518e-07,-4425445.67561,-61607334.2288,-57259081.646,-57239968.7229,-57259101.052,-57240159.0407,-61609778.4282,-8850891.35123,-4425445.67561,-4425445.67561,-4425445.67561,-4425445.67561,-8850891.35123
2013-12-31 00:00:00,-6.07679654461e-09,2.41994221201e-08,-5565578.7127,-1.29191596858e-08,-1.19783999147e-07,-1.34115350488e-07,-5.59363770545e-07,-5565578.71269,-63271420.1344,-57830584.9579,-57801285.9533,-57830888.7401,-57802498.4544,-77954235.9264,-11131157.4254,-5565578.71269,-5565578.71269,-5565578.71269,-5565578.7127,-11131157.4254
2014-01-31 00:00:00,-5.64943563895e-07,2.65905675273e-08,-5808602.4294,-908.602665402,-207257.683029,-908.380415802,-1.12988712744e-06,-6059324.38936,-63265906.1979,-57730424.9809,-57696525.4151,-57657744.1569,-57500101.5476,-60085089.3529,-10762722.0733,-4954574.51557,-5161374.42223,-4954574.23765,-4953211.48736,-11013444.252
2014-02-28 00:00:00,-1.49814806812e-09,1.27812716794e-08,-6456935.60414,-3.71185000602e-09,-3.48203395085e-08,-8.39521424663e-09,-2.60323941573e-08,-6456935.60414,-64448937.1856,-58280329.3708,-58225935.7534,-58283117.5657,-58223200.9172,-63742271.3194,-12913871.2083,-6456935.60414,-6456935.60414,-6456935.60414,-6456935.60414,-10894928.6818
