date,Shasta,Keswick,Folsom,Nimbus,New Melones,Pine Flat
2010-10-31 00:00:00,6.17342731228,2.51774282338e-09,1.54325311404,2.00480438389e-12,3.79321168129e-12,3.22718588579e-12
2010-11-30 00:00:00,714.0,117.0,48.0584788035,6.42417408762,4.25188387522e-12,6.89755715302e-12
2010-12-31 00:00:00,239.250959669,65.0987858066,96.6789942227,11.2631681053,5.48201386939e-12,19.1905180348
2011-01-31 00:00:00,280.949425824,89.5686447576,207.0,13.5,7.13950744764e-12,77.4229661921
2011-02-28 00:00:00,1.87658681925e-11,8.45253151167e-10,49.5428019813,7.50849430123,6.35852650258e-12,60.0786293991
2011-03-31 00:00:00,8.4882989014e-12,8.41986830548e-10,74.1814872698,8.6421933549,6.83077727056e-12,165.0
2011-04-30 00:00:00,2.19751873298e-11,8.44304259076e-10,207.0,13.5,1.43535433547e-11,165.0
2011-05-31 00:00:00,9.82880087373e-11,8.57168955324e-10,207.0,13.5,78.72687465,165.0
2011-06-30 00:00:00,94.8580375982,15.7088015203,207.0,13.5,300.0,165.0
2011-07-31 00:00:00,189.141596621,31.3224675072,130.036731793,13.5,152.656302525,165.0
2011-08-31 00:00:00,182.16093479,30.1664470587,53.4231890367,6.22383759466,61.3217250058,73.5842300248
2011-09-30 00:00:00,714.0,117.0,207.0,13.5,105.715046447,37.2201357648
2011-10-31 00:00:00,1.67357688403e-11,8.44117592589e-10,4.78289073314e-12,3.78651499206e-10,3.61573504511e-11,26.6687629583
2011-11-30 00:00:00,189.630902008,44.0605568296,5.83633765997e-09,1.20062637064e-09,48.7357112217,24.4546966993
2011-12-31 00:00:00,1.74424593476e-11,8.44208282195e-10,9.0849166487,1.25637408857,56.8752410517,16.7359297654
2012-01-31 00:00:00,9.28009407504e-12,8.42314800423e-10,109.127204036,13.5,184.772866336,22.0699184423
2012-03-31 00:00:00,2.27881046391e-12,8.40675793327e-10,3.85685644636e-12,3.78426021034e-10,1.4865122304e-11,30.3749802354
2012-04-30 00:00:00,1.87954554193e-12,8.40517641351e-10,3.2118938826e-12,3.78257058882e-10,1.98245200641e-11,81.7991812042
2012-05-31 00:00:00,2.83782481794e-12,8.40746155105e-10,83.4821958311,9.72573218215,52.7511958152,93.4279444628
2012-06-30 00:00:00,2.56071183596e-12,8.40643169241e-10,39.6944754963,4.62443319753,41.6299672477,43.0049826719
2012-07-31 00:00:00,3.25496666688e-12,8.40750865134e-10,32.6996574118,3.80953216777,36.5736273176,25.9362569692
2012-08-31 00:00:00,126.398666971,20.9320329845,36.5698603265,4.26041342051,37.5612287433,25.6357023158
2012-09-30 00:00:00,126.779441879,20.9950905555,32.6921947049,3.80866275739,35.1702313792,12.210229534
2012-10-31 00:00:00,120.572768857,19.9672451873,26.9015404187,3.13404762317,27.4356570027,10.9863109761
2012-11-30 00:00:00,714.0,117.0,200.298105465,13.5,34.7577489122,9.21911681557
2012-12-31 00:00:00,1.01511239464e-11,8.42028069292e-10,1.55102896377e-11,3.79760776862e-10,72.8205006227,23.2512679394
2013-01-31 00:00:00,232.80743911,38.5536739523,66.9439114922,7.79901088997,45.0831184765,20.5812613608
2013-02-28 00:00:00,229.951500342,38.0807211441,48.1446773894,5.60888742369,49.4175366916,21.3845732815
2013-03-31 00:00:00,714.0,117.0,117.919389654,13.5,57.657317404,32.5953951688
2013-04-30 00:00:00,1.09580444266e-11,8.42291608492e-10,1.31719714642e-11,3.79509029868e-10,52.1919973554,60.9295652811
2013-05-31 00:00:00,4.15373554276e-11,8.47439232302e-10,50.9340191796,5.93384762562,44.1863756535,66.8684302062
2013-06-30 00:00:00,2.76663174103e-11,8.44978245507e-10,35.7577250397,4.16579911123,41.2543555994,33.8462283237
2013-07-31 00:00:00,126.64534373,20.9728834631,30.2454800005,3.52361884228,37.0712846625,21.667892632
2013-08-31 00:00:00,363.021155696,62.2069808967,51.386033471,6.10622848536,36.7646368796,11.6683963931
2013-09-30 00:00:00,1.17453103765e-11,8.42384932284e-10,1.89062687717e-11,3.80180314584e-10,32.1970627838,9.27152323616
2013-10-31 00:00:00,6.62041184885e-11,8.51379842841e-10,12.3337658708,1.43689205212,24.016191074,8.87606922836
2013-11-30 00:00:00,131.157593796,21.7201268438,12.074895407,1.40673346831,27.8413483554,7.82550477867
2013-12-31 00:00:00,627.295730762,111.685532634,22.8244508906,2.68436871623,48.9063868485,6.5581010195
2014-01-31 00:00:00,3.80141086669e-12,8.41057443334e-10,3.35278922859e-12,3.7836581837e-10,2.68315772396e-11,6.42278645608
2014-02-28 00:00:00,714.0,117.0,207.0,13.5,162.070973019,125.611482821
2014-03-31 00:00:00,3.50376551278e-09,1.67585630202e-09,1.63932106252e-12,3.7827814549e-10,1.24130445978e-11,1.6934004601e-11
2014-04-30 00:00:00,4.95627718252e-12,8.415682824e-10,1.53061826383e-12,3.78229048601e-10,1.09895549715e-11,3.65163474706e-09
2014-05-31 00:00:00,1.76482868069e-12,8.40829779899e-10,9.4292226736e-13,3.78129750431e-10,7.02686939191e-12,3.98876371279e-09
2014-06-30 00:00:00,1.55966578706e-12,8.40690106729e-10,9.16812887304e-13,3.78085447866e-10,5.12764352886e-12,31.7041158904
2014-07-31 00:00:00,7.28044664686e-12,8.41927881727e-10,3.44149170739e-12,3.78448917429e-10,27.0762310612,65.020666817
2014-08-31 00:00:00,282.918451262,61.2361944762,2.57935662436e-11,3.81266581216e-10,24.1498674002,18.8628077437
2014-09-30 00:00:00,403.307003575,105.392346385,1.40085057776e-10,3.95426360644e-10,21.5465740933,11.2303759509
2014-10-31 00:00:00,8.19971711763e-12,8.42444806954e-10,6.92151405001e-12,3.78835849843e-10,24.7952914424,7.04360329623
