link,value
"('stor_New Melones.2014-04-30 00:00:00', 'stor_New Melones.2014-05-31 00:00:00')",2879.42313018
"('stor_Pine Flat.2014-04-30 00:00:00', 'stor_Pine Flat.2014-05-31 00:00:00')",1058.07827734
"('stor_Shasta.2014-05-31 00:00:00', 'stor_Shasta.2014-06-30 00:00:00')",2493.62282442
"('stor_Keswick.2014-05-31 00:00:00', 'stor_Keswick.2014-06-30 00:00:00')",29.3568675136
"('stor_Folsom.2014-05-31 00:00:00', 'stor_Folsom.2014-06-30 00:00:00')",628.662271434
"('stor_Nimbus.2014-05-31 00:00:00', 'stor_Nimbus.2014-06-30 00:00:00')",10.8546406685
"('stor_New Melones.2014-05-31 00:00:00', 'stor_New Melones.2014-06-30 00:00:00')",2935.38287437
"('stor_Pine Flat.2014-05-31 00:00:00', 'stor_Pine Flat.2014-06-30 00:00:00')",1233.48186733
"('stor_Shasta.2014-06-30 00:00:00', 'stor_Shasta.2014-07-31 00:00:00')",2715.08959451
"('stor_Keswick.2014-06-30 00:00:00', 'stor_Keswick.2014-07-31 00:00:00')",29.3568675136
"('stor_Folsom.2014-06-30 00:00:00', 'stor_Folsom.2014-07-31 00:00:00')",704.107823925
"('stor_Nimbus.2014-06-30 00:00:00', 'stor_Nimbus.2014-07-31 00:00:00')",10.8546406685
"('stor_New Melones.2014-06-30 00:00:00', 'stor_New Melones.2014-07-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2014-06-30 00:00:00', 'stor_Pine Flat.2014-07-31 00:00:00')",1233.48186733
"('stor_Shasta.2014-07-31 00:00:00', 'stor_Shasta.2014-08-31 00:00:00')",2919.668158
"('stor_Keswick.2014-07-31 00:00:00', 'stor_Keswick.2014-08-31 00:00:00')",29.3568675136
"('stor_Folsom.2014-07-31 00:00:00', 'stor_Folsom.2014-08-31 00:00:00')",783.431569721
"('stor_Nimbus.2014-07-31 00:00:00', 'stor_Nimbus.2014-08-31 00:00:00')",10.8546406685
"('stor_New Melones.2014-07-31 00:00:00', 'stor_New Melones.2014-08-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2014-07-31 00:00:00', 'stor_Pine Flat.2014-08-31 00:00:00')",1233.48186733
"('stor_Shasta.2014-08-31 00:00:00', 'stor_Shasta.2014-09-30 00:00:00')",2397.32314584
"('stor_Keswick.2014-08-31 00:00:00', 'stor_Keswick.2014-09-30 00:00:00')",29.3568675136
"('stor_Folsom.2014-08-31 00:00:00', 'stor_Folsom.2014-09-30 00:00:00')",890.876124085
"('stor_Nimbus.2014-08-31 00:00:00', 'stor_Nimbus.2014-09-30 00:00:00')",10.8546406685
"('stor_New Melones.2014-08-31 00:00:00', 'stor_New Melones.2014-09-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2014-08-31 00:00:00', 'stor_Pine Flat.2014-09-30 00:00:00')",1233.48186733
"('stor_Shasta.2014-09-30 00:00:00', 'stor_Shasta.2014-10-31 00:00:00')",1340.38420618
"('stor_Keswick.2014-09-30 00:00:00', 'stor_Keswick.2014-10-31 00:00:00')",29.3568675136
"('stor_Folsom.2014-09-30 00:00:00', 'stor_Folsom.2014-10-31 00:00:00')",961.934883183
"('stor_Nimbus.2014-09-30 00:00:00', 'stor_Nimbus.2014-10-31 00:00:00')",10.8546406685
"('stor_New Melones.2014-09-30 00:00:00', 'stor_New Melones.2014-10-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2014-09-30 00:00:00', 'stor_Pine Flat.2014-10-31 00:00:00')",1233.48186733
"('stor_Shasta.2014-10-31 00:00:00', 'stor_Shasta.2014-11-30 00:00:00')",1570.03533049
"('stor_Keswick.2014-10-31 00:00:00', 'stor_Keswick.2014-11-30 00:00:00')",29.3568675136
"('stor_Folsom.2014-10-31 00:00:00', 'stor_Folsom.2014-11-30 00:00:00')",1007.05725945
"('stor_Nimbus.2014-10-31 00:00:00', 'stor_Nimbus.2014-11-30 00:00:00')",10.8546406685
"('stor_New Melones.2014-10-31 00:00:00', 'stor_New Melones.2014-11-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2014-10-31 00:00:00', 'stor_Pine Flat.2014-11-30 00:00:00')",1233.48186733
"('stor_Shasta.2014-11-30 00:00:00', 'stor_Shasta.2014-12-31 00:00:00')",1012.83994261
"('stor_Keswick.2014-11-30 00:00:00', 'stor_Keswick.2014-12-31 00:00:00')",29.3568675136
"('stor_Folsom.2014-11-30 00:00:00', 'stor_Folsom.2014-12-31 00:00:00')",450.238295632
"('stor_Nimbus.2014-11-30 00:00:00', 'stor_Nimbus.2014-12-31 00:00:00')",10.8546406685
"('stor_New Melones.2014-11-30 00:00:00', 'stor_New Melones.2014-12-31 00:00:00')",2786.39414315
"('stor_Pine Flat.2014-11-30 00:00:00', 'stor_Pine Flat.2014-12-31 00:00:00')",1233.48186733
"('stor_Shasta.2014-12-31 00:00:00', 'stor_Shasta.2015-01-31 00:00:00')",2124.09086141
"('stor_Keswick.2014-12-31 00:00:00', 'stor_Keswick.2015-01-31 00:00:00')",29.3568675136
"('stor_Folsom.2014-12-31 00:00:00', 'stor_Folsom.2015-01-31 00:00:00')",689.329518636
"('stor_Nimbus.2014-12-31 00:00:00', 'stor_Nimbus.2015-01-31 00:00:00')",10.8546406685
"('stor_New Melones.2014-12-31 00:00:00', 'stor_New Melones.2015-01-31 00:00:00')",2848.1004127
"('stor_Pine Flat.2014-12-31 00:00:00', 'stor_Pine Flat.2015-01-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-01-31 00:00:00', 'stor_Shasta.2015-02-28 00:00:00')",2513.37445696
"('stor_Keswick.2015-01-31 00:00:00', 'stor_Keswick.2015-02-28 00:00:00')",29.3568675136
"('stor_Folsom.2015-01-31 00:00:00', 'stor_Folsom.2015-02-28 00:00:00')",780.437571921
"('stor_Nimbus.2015-01-31 00:00:00', 'stor_Nimbus.2015-02-28 00:00:00')",10.8546406685
"('stor_New Melones.2015-01-31 00:00:00', 'stor_New Melones.2015-02-28 00:00:00')",2901.65491463
"('stor_Pine Flat.2015-01-31 00:00:00', 'stor_Pine Flat.2015-02-28 00:00:00')",1233.48186733
"('stor_Shasta.2015-02-28 00:00:00', 'stor_Shasta.2015-03-31 00:00:00')",3473.35424859
"('stor_Keswick.2015-02-28 00:00:00', 'stor_Keswick.2015-03-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-02-28 00:00:00', 'stor_Folsom.2015-03-31 00:00:00')",1002.28478054
"('stor_Nimbus.2015-02-28 00:00:00', 'stor_Nimbus.2015-03-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-02-28 00:00:00', 'stor_New Melones.2015-03-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-02-28 00:00:00', 'stor_Pine Flat.2015-03-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-03-31 00:00:00', 'stor_Shasta.2015-04-30 00:00:00')",3805.19557499
"('stor_Keswick.2015-03-31 00:00:00', 'stor_Keswick.2015-04-30 00:00:00')",29.3568675136
"('stor_Folsom.2015-03-31 00:00:00', 'stor_Folsom.2015-04-30 00:00:00')",1079.33845157
"('stor_Nimbus.2015-03-31 00:00:00', 'stor_Nimbus.2015-04-30 00:00:00')",10.8546406685
"('stor_New Melones.2015-03-31 00:00:00', 'stor_New Melones.2015-04-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-03-31 00:00:00', 'stor_Pine Flat.2015-04-30 00:00:00')",1233.48186733
"('stor_Shasta.2015-04-30 00:00:00', 'stor_Shasta.2015-05-31 00:00:00')",4107.74665341
"('stor_Keswick.2015-04-30 00:00:00', 'stor_Keswick.2015-05-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-04-30 00:00:00', 'stor_Folsom.2015-05-31 00:00:00')",1141.76533469
"('stor_Nimbus.2015-04-30 00:00:00', 'stor_Nimbus.2015-05-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-04-30 00:00:00', 'stor_New Melones.2015-05-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-04-30 00:00:00', 'stor_Pine Flat.2015-05-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-05-31 00:00:00', 'stor_Shasta.2015-06-30 00:00:00')",4366.44622741
"('stor_Keswick.2015-05-31 00:00:00', 'stor_Keswick.2015-06-30 00:00:00')",29.3568675136
"('stor_Folsom.2015-05-31 00:00:00', 'stor_Folsom.2015-06-30 00:00:00')",1202.64482103
"('stor_Nimbus.2015-05-31 00:00:00', 'stor_Nimbus.2015-06-30 00:00:00')",10.8546406685
"('stor_New Melones.2015-05-31 00:00:00', 'stor_New Melones.2015-06-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-05-31 00:00:00', 'stor_Pine Flat.2015-06-30 00:00:00')",1233.48186733
"('stor_Shasta.2015-06-30 00:00:00', 'stor_Shasta.2015-07-31 00:00:00')",4614.33892297
"('stor_Keswick.2015-06-30 00:00:00', 'stor_Keswick.2015-07-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-06-30 00:00:00', 'stor_Folsom.2015-07-31 00:00:00')",1153.05144714
"('stor_Nimbus.2015-06-30 00:00:00', 'stor_Nimbus.2015-07-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-06-30 00:00:00', 'stor_New Melones.2015-07-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-06-30 00:00:00', 'stor_Pine Flat.2015-07-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-07-31 00:00:00', 'stor_Shasta.2015-08-31 00:00:00')",4822.43269502
"('stor_Keswick.2015-07-31 00:00:00', 'stor_Keswick.2015-08-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-07-31 00:00:00', 'stor_Folsom.2015-08-31 00:00:00')",1202.64482103
"('stor_Nimbus.2015-07-31 00:00:00', 'stor_Nimbus.2015-08-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-07-31 00:00:00', 'stor_New Melones.2015-08-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-07-31 00:00:00', 'stor_Pine Flat.2015-08-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-08-31 00:00:00', 'stor_Shasta.2015-09-30 00:00:00')",2677.26464489
"('stor_Keswick.2015-08-31 00:00:00', 'stor_Keswick.2015-09-30 00:00:00')",29.3568675136
"('stor_Folsom.2015-08-31 00:00:00', 'stor_Folsom.2015-09-30 00:00:00')",1202.64482103
"('stor_Nimbus.2015-08-31 00:00:00', 'stor_Nimbus.2015-09-30 00:00:00')",10.8546406685
"('stor_New Melones.2015-08-31 00:00:00', 'stor_New Melones.2015-09-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-08-31 00:00:00', 'stor_Pine Flat.2015-09-30 00:00:00')",1233.48186733
"('stor_Shasta.2015-09-30 00:00:00', 'stor_Shasta.2015-10-31 00:00:00')",2876.08383704
"('stor_Keswick.2015-09-30 00:00:00', 'stor_Keswick.2015-10-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-09-30 00:00:00', 'stor_Folsom.2015-10-31 00:00:00')",1202.64482103
"('stor_Nimbus.2015-09-30 00:00:00', 'stor_Nimbus.2015-10-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-09-30 00:00:00', 'stor_New Melones.2015-10-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-09-30 00:00:00', 'stor_Pine Flat.2015-10-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-10-31 00:00:00', 'stor_Shasta.2015-11-30 00:00:00')",824.903623442
"('stor_Keswick.2015-10-31 00:00:00', 'stor_Keswick.2015-11-30 00:00:00')",29.3568675136
"('stor_Folsom.2015-10-31 00:00:00', 'stor_Folsom.2015-11-30 00:00:00')",456.022953416
"('stor_Nimbus.2015-10-31 00:00:00', 'stor_Nimbus.2015-11-30 00:00:00')",10.8546406685
"('stor_New Melones.2015-10-31 00:00:00', 'stor_New Melones.2015-11-30 00:00:00')",2904.06155862
"('stor_Pine Flat.2015-10-31 00:00:00', 'stor_Pine Flat.2015-11-30 00:00:00')",1233.48186733
"('stor_Shasta.2015-11-30 00:00:00', 'stor_Shasta.2015-12-31 00:00:00')",1056.15773963
"('stor_Keswick.2015-11-30 00:00:00', 'stor_Keswick.2015-12-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-11-30 00:00:00', 'stor_Folsom.2015-12-31 00:00:00')",490.770555535
"('stor_Nimbus.2015-11-30 00:00:00', 'stor_Nimbus.2015-12-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-11-30 00:00:00', 'stor_New Melones.2015-12-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-11-30 00:00:00', 'stor_Pine Flat.2015-12-31 00:00:00')",1233.48186733
"('stor_Shasta.2015-12-31 00:00:00', 'stor_Shasta.2016-01-31 00:00:00')",1440.62985569
"('stor_Keswick.2015-12-31 00:00:00', 'stor_Keswick.2016-01-31 00:00:00')",29.3568675136
"('stor_Folsom.2015-12-31 00:00:00', 'stor_Folsom.2016-01-31 00:00:00')",655.76409443
"('stor_Nimbus.2015-12-31 00:00:00', 'stor_Nimbus.2016-01-31 00:00:00')",10.8546406685
"('stor_New Melones.2015-12-31 00:00:00', 'stor_New Melones.2016-01-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2015-12-31 00:00:00', 'stor_Pine Flat.2016-01-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-01-31 00:00:00', 'stor_Shasta.2016-03-31 00:00:00')",2665.3072128
"('stor_Keswick.2016-01-31 00:00:00', 'stor_Keswick.2016-03-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-01-31 00:00:00', 'stor_Folsom.2016-03-31 00:00:00')",111.01336589
"('stor_Nimbus.2016-01-31 00:00:00', 'stor_Nimbus.2016-03-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-01-31 00:00:00', 'stor_New Melones.2016-03-31 00:00:00')",2616.02105972
"('stor_Pine Flat.2016-01-31 00:00:00', 'stor_Pine Flat.2016-03-31 00:00:00')",1084.54583537
"('stor_Shasta.2016-03-31 00:00:00', 'stor_Shasta.2016-04-30 00:00:00')",4622.4350109
"('stor_Keswick.2016-03-31 00:00:00', 'stor_Keswick.2016-04-30 00:00:00')",29.3568675136
"('stor_Folsom.2016-03-31 00:00:00', 'stor_Folsom.2016-04-30 00:00:00')",946.794998344
"('stor_Nimbus.2016-03-31 00:00:00', 'stor_Nimbus.2016-04-30 00:00:00')",10.8546406685
"('stor_New Melones.2016-03-31 00:00:00', 'stor_New Melones.2016-04-30 00:00:00')",2833.65206898
"('stor_Pine Flat.2016-03-31 00:00:00', 'stor_Pine Flat.2016-04-30 00:00:00')",1233.48186733
"('stor_Shasta.2016-04-30 00:00:00', 'stor_Shasta.2016-05-31 00:00:00')",5234.71848086
"('stor_Keswick.2016-04-30 00:00:00', 'stor_Keswick.2016-05-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-04-30 00:00:00', 'stor_Folsom.2016-05-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-04-30 00:00:00', 'stor_Nimbus.2016-05-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-04-30 00:00:00', 'stor_New Melones.2016-05-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-04-30 00:00:00', 'stor_Pine Flat.2016-05-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-05-31 00:00:00', 'stor_Shasta.2016-06-30 00:00:00')",5614.93293015
"('stor_Keswick.2016-05-31 00:00:00', 'stor_Keswick.2016-06-30 00:00:00')",29.3568675136
"('stor_Folsom.2016-05-31 00:00:00', 'stor_Folsom.2016-06-30 00:00:00')",1202.64482103
"('stor_Nimbus.2016-05-31 00:00:00', 'stor_Nimbus.2016-06-30 00:00:00')",10.8546406685
"('stor_New Melones.2016-05-31 00:00:00', 'stor_New Melones.2016-06-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-05-31 00:00:00', 'stor_Pine Flat.2016-06-30 00:00:00')",1233.48186733
"('stor_Shasta.2016-06-30 00:00:00', 'stor_Shasta.2016-07-31 00:00:00')",5614.93293015
"('stor_Keswick.2016-06-30 00:00:00', 'stor_Keswick.2016-07-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-06-30 00:00:00', 'stor_Folsom.2016-07-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-06-30 00:00:00', 'stor_Nimbus.2016-07-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-06-30 00:00:00', 'stor_New Melones.2016-07-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-06-30 00:00:00', 'stor_Pine Flat.2016-07-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-07-31 00:00:00', 'stor_Shasta.2016-08-31 00:00:00')",5614.93293015
"('stor_Keswick.2016-07-31 00:00:00', 'stor_Keswick.2016-08-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-07-31 00:00:00', 'stor_Folsom.2016-08-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-07-31 00:00:00', 'stor_Nimbus.2016-08-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-07-31 00:00:00', 'stor_New Melones.2016-08-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-07-31 00:00:00', 'stor_Pine Flat.2016-08-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-08-31 00:00:00', 'stor_Shasta.2016-09-30 00:00:00')",5614.93293015
"('stor_Keswick.2016-08-31 00:00:00', 'stor_Keswick.2016-09-30 00:00:00')",29.3568675136
"('stor_Folsom.2016-08-31 00:00:00', 'stor_Folsom.2016-09-30 00:00:00')",1202.64482103
"('stor_Nimbus.2016-08-31 00:00:00', 'stor_Nimbus.2016-09-30 00:00:00')",10.8546406685
"('stor_New Melones.2016-08-31 00:00:00', 'stor_New Melones.2016-09-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-08-31 00:00:00', 'stor_Pine Flat.2016-09-30 00:00:00')",1233.48186733
"('stor_Shasta.2016-09-30 00:00:00', 'stor_Shasta.2016-10-31 00:00:00')",4698.54219194
"('stor_Keswick.2016-09-30 00:00:00', 'stor_Keswick.2016-10-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-09-30 00:00:00', 'stor_Folsom.2016-10-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-09-30 00:00:00', 'stor_Nimbus.2016-10-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-09-30 00:00:00', 'stor_New Melones.2016-10-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-09-30 00:00:00', 'stor_Pine Flat.2016-10-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-10-31 00:00:00', 'stor_Shasta.2016-11-30 00:00:00')",5097.60188076
"('stor_Keswick.2016-10-31 00:00:00', 'stor_Keswick.2016-11-30 00:00:00')",29.3568675136
"('stor_Folsom.2016-10-31 00:00:00', 'stor_Folsom.2016-11-30 00:00:00')",1001.26885616
"('stor_Nimbus.2016-10-31 00:00:00', 'stor_Nimbus.2016-11-30 00:00:00')",10.8546406685
"('stor_New Melones.2016-10-31 00:00:00', 'stor_New Melones.2016-11-30 00:00:00')",2940.63235912
"('stor_Pine Flat.2016-10-31 00:00:00', 'stor_Pine Flat.2016-11-30 00:00:00')",1233.48186733
"('stor_Shasta.2016-11-30 00:00:00', 'stor_Shasta.2016-12-31 00:00:00')",5614.93293015
"('stor_Keswick.2016-11-30 00:00:00', 'stor_Keswick.2016-12-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-11-30 00:00:00', 'stor_Folsom.2016-12-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-11-30 00:00:00', 'stor_Nimbus.2016-12-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-11-30 00:00:00', 'stor_New Melones.2016-12-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2016-11-30 00:00:00', 'stor_Pine Flat.2016-12-31 00:00:00')",1233.48186733
"('stor_Shasta.2016-12-31 00:00:00', 'stor_Shasta.2017-01-31 00:00:00')",2429.53271178
"('stor_Keswick.2016-12-31 00:00:00', 'stor_Keswick.2017-01-31 00:00:00')",29.3568675136
"('stor_Folsom.2016-12-31 00:00:00', 'stor_Folsom.2017-01-31 00:00:00')",1202.64482103
"('stor_Nimbus.2016-12-31 00:00:00', 'stor_Nimbus.2017-01-31 00:00:00')",10.8546406685
"('stor_New Melones.2016-12-31 00:00:00', 'stor_New Melones.2017-01-31 00:00:00')",2531.31152824
"('stor_Pine Flat.2016-12-31 00:00:00', 'stor_Pine Flat.2017-01-31 00:00:00')",877.909463202
"('stor_Shasta.2017-01-31 00:00:00', 'stor_Shasta.2017-02-28 00:00:00')",662.02387388
"('stor_Keswick.2017-01-31 00:00:00', 'stor_Keswick.2017-02-28 00:00:00')",29.3568675136
"('stor_Folsom.2017-01-31 00:00:00', 'stor_Folsom.2017-02-28 00:00:00')",111.01336589
"('stor_Nimbus.2017-01-31 00:00:00', 'stor_Nimbus.2017-02-28 00:00:00')",10.8546406685
"('stor_New Melones.2017-01-31 00:00:00', 'stor_New Melones.2017-02-28 00:00:00')",2412.91564374
"('stor_Pine Flat.2017-01-31 00:00:00', 'stor_Pine Flat.2017-02-28 00:00:00')",730.700816788
"('stor_Shasta.2017-02-28 00:00:00', 'stor_Shasta.2017-03-31 00:00:00')",2578.9506929
"('stor_Keswick.2017-02-28 00:00:00', 'stor_Keswick.2017-03-31 00:00:00')",29.3568675136
"('stor_Folsom.2017-02-28 00:00:00', 'stor_Folsom.2017-03-31 00:00:00')",372.500405395
"('stor_Nimbus.2017-02-28 00:00:00', 'stor_Nimbus.2017-03-31 00:00:00')",10.8546406685
"('stor_New Melones.2017-02-28 00:00:00', 'stor_New Melones.2017-03-31 00:00:00')",2641.9936235
"('stor_Pine Flat.2017-02-28 00:00:00', 'stor_Pine Flat.2017-03-31 00:00:00')",660.339514717
"('stor_Shasta.2017-03-31 00:00:00', 'stor_Shasta.2017-04-30 00:00:00')",4068.8265231
"('stor_Keswick.2017-03-31 00:00:00', 'stor_Keswick.2017-04-30 00:00:00')",29.3568675136
"('stor_Folsom.2017-03-31 00:00:00', 'stor_Folsom.2017-04-30 00:00:00')",1202.64482103
"('stor_Nimbus.2017-03-31 00:00:00', 'stor_Nimbus.2017-04-30 00:00:00')",10.8546406685
"('stor_New Melones.2017-03-31 00:00:00', 'stor_New Melones.2017-04-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2017-03-31 00:00:00', 'stor_Pine Flat.2017-04-30 00:00:00')",414.777956484
"('stor_Shasta.2017-04-30 00:00:00', 'stor_Shasta.2017-05-31 00:00:00')",5614.93293015
"('stor_Keswick.2017-04-30 00:00:00', 'stor_Keswick.2017-05-31 00:00:00')",29.3568675136
"('stor_Folsom.2017-04-30 00:00:00', 'stor_Folsom.2017-05-31 00:00:00')",1202.64482103
"('stor_Nimbus.2017-04-30 00:00:00', 'stor_Nimbus.2017-05-31 00:00:00')",10.8546406685
"('stor_New Melones.2017-04-30 00:00:00', 'stor_New Melones.2017-05-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2017-04-30 00:00:00', 'stor_Pine Flat.2017-05-31 00:00:00')",379.703170889
"('stor_Shasta.2017-05-31 00:00:00', 'stor_Shasta.2017-06-30 00:00:00')",5614.93293015
"('stor_Keswick.2017-05-31 00:00:00', 'stor_Keswick.2017-06-30 00:00:00')",29.3568675136
"('stor_Folsom.2017-05-31 00:00:00', 'stor_Folsom.2017-06-30 00:00:00')",1202.64482103
"('stor_Nimbus.2017-05-31 00:00:00', 'stor_Nimbus.2017-06-30 00:00:00')",10.8546406685
"('stor_New Melones.2017-05-31 00:00:00', 'stor_New Melones.2017-06-30 00:00:00')",2985.02611985
"('stor_Pine Flat.2017-05-31 00:00:00', 'stor_Pine Flat.2017-06-30 00:00:00')",706.58201157
"('stor_Shasta.2017-06-30 00:00:00', 'stor_Shasta.2017-07-31 00:00:00')",5614.93293015
"('stor_Keswick.2017-06-30 00:00:00', 'stor_Keswick.2017-07-31 00:00:00')",29.3568675136
"('stor_Folsom.2017-06-30 00:00:00', 'stor_Folsom.2017-07-31 00:00:00')",1202.64482103
"('stor_Nimbus.2017-06-30 00:00:00', 'stor_Nimbus.2017-07-31 00:00:00')",10.8546406685
"('stor_New Melones.2017-06-30 00:00:00', 'stor_New Melones.2017-07-31 00:00:00')",2985.02611985
"('stor_Pine Flat.2017-06-30 00:00:00', 'stor_Pine Flat.2017-07-31 00:00:00')",1233.48186733
"('stor_Shasta.2017-07-31 00:00:00', 'stor_Shasta.2017-08-31 00:00:00')",5614.93293015
"('stor_Keswick.2017-07-31 00:00:00', 'stor_Keswick.2017-08-31 00:00:00')",29.3568675136
"('stor_Folsom.2017-07-31 00:00:00', 'stor_Folsom.2017-08-31 00:00:00')",1202.64482103
"('stor_Nimbus.2017-07-31 00:00:00', 'stor_Nimbus.2017-08-31 00:00:00')",10.8546406685
"('stor_New Melones.2017-07-31 00:00:00', 'stor_New Melones.2017-08-31 00:00:00')",2581.49640026
"('stor_Pine Flat.2017-07-31 00:00:00', 'stor_Pine Flat.2017-08-31 00:00:00')",1233.48186733
"('stor_Shasta.2017-08-31 00:00:00', 'stor_Shasta.2017-09-30 00:00:00')",5614.93293015
"('stor_Keswick.2017-08-31 00:00:00', 'stor_Keswick.2017-09-30 00:00:00')",29.3568675136
"('stor_Folsom.2017-08-31 00:00:00', 'stor_Folsom.2017-09-30 00:00:00')",1202.64482103
"('stor_Nimbus.2017-08-31 00:00:00', 'stor_Nimbus.2017-09-30 00:00:00')",10.8546406685
"('stor_New Melones.2017-08-31 00:00:00', 'stor_New Melones.2017-09-30 00:00:00')",2106.26570101
"('stor_Pine Flat.2017-08-31 00:00:00', 'stor_Pine Flat.2017-09-30 00:00:00')",1233.48186733
"('stor_Shasta.2017-09-30 00:00:00', 'stor_Shasta.2017-10-31 00:00:00')",2610.29933381
"('stor_Keswick.2017-09-30 00:00:00', 'stor_Keswick.2017-10-31 00:00:00')",29.3568675136
"('stor_Folsom.2017-09-30 00:00:00', 'stor_Folsom.2017-10-31 00:00:00')",458.437103281
"('stor_Nimbus.2017-09-30 00:00:00', 'stor_Nimbus.2017-10-31 00:00:00')",10.8546406685
"('stor_New Melones.2017-09-30 00:00:00', 'stor_New Melones.2017-10-31 00:00:00')",1614.90129513
"('stor_Pine Flat.2017-09-30 00:00:00', 'stor_Pine Flat.2017-10-31 00:00:00')",740.699482309
"('stor_Shasta.2017-10-31 00:00:00', 'ENDING')",2807.46640893
"('stor_Keswick.2017-10-31 00:00:00', 'ENDING')",14.6784337568
"('stor_Folsom.2017-10-31 00:00:00', 'ENDING')",601.322398487
"('stor_Nimbus.2017-10-31 00:00:00', 'ENDING')",5.42732033427
"('stor_New Melones.2017-10-31 00:00:00', 'ENDING')",1492.51303007
"('stor_Pine Flat.2017-10-31 00:00:00', 'ENDING')",616.740921533
